StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years
USC00443272,36.6545,-80.9173,713.5,VA,GALAX WATER PLANT,-5,19580201-20240404,81.4,66,19070501-20240504,118.0,14.7,67
USC00095165,33.8705,-83.1135,221.3,GA,LEXINGTON,-5,19520115-20180601,84.3,66,19520116-20190107,68.0,20.6,67
USC00487375,43.0352,-106.9895,1744.1,WY,POWDER RIVER (SCHOOL),-7,19581006-20240320,90.0,66,19480801-20240419,77.0,18.9,67
USC00018385,33.2108,-87.5932,44.2,AL,TUSCALOOSA OLIVER DAM,-6,19580113-20240330,71.7,66,19000101-20240504,125.0,56.1,67
USC00311515,35.3333,-79.4,177.1,NC,CARTHAGE 1 SSE,-5,19580314-20240412,83.1,66,19480801-20240331,77.0,16.8,67
USC00217907,44.247,-94.9865,324.9,MN,SPRINGFIELD 1 NW,-6,19480801-20141001,82.9,66,19370501-20140930,78.0,96.1,67
USC00302953,42.9383,-74.6228,93.0,NY,FORT PLAIN,-5,19491001-20170407,86.4,68,19010801-20150831,115.0,6.7,67
USC00218679,48.8947,-95.3303,327.1,MN,WARROAD,-6,19480801-20140429,82.4,66,19010301-20140619,114.0,89.7,67
USC00208293,46.1796,-85.0311,250.9,MI,TROUT LAKE 1SW,-5,19480701-20140601,82.6,66,19480701-20171003,70.0,46.2,67
USC00030616,36.413,-93.6462,338.3,AR,BERRYVILLE 6 NW,-6,19480501-20141126,94.5,66,19460105-20230731,78.0,0.1,67
USC00479176,45.1452,-88.7416,392.9,WI,WHITE LAKE 1 SE,-6,19580201-20240402,92.9,66,19311024-20240504,94.0,12.9,67
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,-6,19560822-20220503,87.1,66,18930101-20240502,132.0,71.4,67
USC00341750,35.0488,-97.9158,330.7,OK,CHICKASHA EXP STATION,-6,19580328-20240401,91.7,66,19530601-20240504,72.0,77.3,67
USC00086880,27.609,-82.3476,18.3,FL,PARRISH,-5,19440818-20210709,89.9,77,19480801-20140331,67.0,81.9,67
USC00346935,36.6691,-96.3472,254.5,OK,PAWHUSKA,-6,19500201-20240313,93.9,74,18980107-20160731,119.0,92.6,67
USC00427516,37.119,-113.6068,870.8,UT,ST. GEORGE,-7,19480701-20130106,88.7,65,18930101-20240504,132.0,94.0,66
USC00469086,38.5453,-80.0369,739.1,WV,VALLEY HEAD,-5,19480801-20130621,87.8,65,19380219-20130420,76.0,2.5,66
USC00297094,34.4208,-105.8913,1919.3,NM,PROGRESSO,-7,19471101-20181030,91.0,71,19290701-20120731,84.0,0.0,66
USC00218621,47.0998,-94.5724,414.5,MN,WALKER RANGER STATION,-6,19480801-20220430,84.3,74,19480801-20130831,66.0,6.5,66
USC00448547,36.7,-81.4333,942.1,VA,TROUT DALE,-5,19480801-20130715,90.1,65,19480803-20130630,66.0,4.1,66
USC00465672,38.2175,-80.0914,655.3,WV,MARLINTON,-5,19480801-20130805,88.2,65,18930201-20160115,124.0,55.3,66
USC00346638,35.4252,-96.3033,285.0,OK,OKEMAH,-6,19471001-20120803,87.2,65,19120401-20120930,101.0,97.2,66
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,-7,19590401-20240401,94.5,65,19590401-20240504,66.0,98.4,66
USC00158824,37.1852,-86.6335,134.1,KY,WOODBURY,-6,19480801-20240415,89.5,76,19170201-20130114,97.0,8.5,66
USC00401480,36.2455,-85.945,157.0,TN,CARTHAGE,-6,19590701-20240403,70.6,65,18900501-20240503,135.0,86.8,66
USC00397992,44.2662,-99.4431,550.2,SD,STEPHAN 2 NW,-6,19480801-20230525,89.8,75,19030901-20130531,111.0,56.6,66
USC00458207,46.3236,-120.0103,227.7,WA,SUNNYSIDE,-8,19480701-20230803,84.1,75,18940914-20130731,120.0,96.2,66
USC00211107,45.1969,-93.8399,302.4,MN,BUFFALO 2NE,-6,19480801-20130514,87.7,65,19400508-20130419,74.0,70.5,66
USC00484205,43.7731,-108.5727,1709.9,WY,HAMILTON DOME,-7,19500620-20180907,19.6,68,19500621-20151130,66.0,3.2,66
USC00010369,33.2941,-85.7788,311.5,AL,ASHLAND 3 ENE,-6,19480601-20130804,84.6,65,19400301-20130731,74.0,71.9,66
USC00449301,36.9667,-81.1,732.1,VA,WYTHEVILLE,-5,19480801-20130715,88.5,65,18930101-20240504,132.0,78.5,66
USC00118740,40.0841,-88.2404,220.1,IL,CHAMPAIGN 3S,-6,19590101-20240408,95.3,65,19020801-20240504,123.0,99.6,66
USC00349023,34.6147,-95.2802,182.9,OK,TUSKAHOMA,-6,19471001-20121130,91.5,65,19171101-20130523,97.0,52.7,66
USC00229048,31.08,-90.0603,116.4,MS,TYLERTOWN 5ESE,-6,19480601-20120930,87.7,64,19380601-20120928,75.0,93.4,65
USC00323621,47.9217,-97.0975,253.0,ND,GRAND FORKS UNIV (NWS),-6,19601116-20240401,78.4,64,18930101-20240504,132.0,96.8,65
USC00104456,43.3455,-111.7847,1776.4,ID,IDAHO FALLS 16 SE,-7,19600412-20240324,82.1,64,19551110-20240504,70.0,89.7,65
USC00235207,36.5996,-89.9897,88.4,MO,MALDEN MUNICIPAL AP,-6,19540201-20240402,76.3,70,19601201-20240430,65.0,85.9,65
USC00466591,37.9715,-81.1507,621.8,WV,OAK HILL,-5,19480801-20120804,88.9,64,19411010-20121210,72.0,95.4,65
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,-7,19600826-20240404,96.6,64,19600801-20240430,65.0,92.2,65
USC00295370,32.8568,-103.7624,1266.1,NM,MALJAMAR,-7,19480201-20121106,90.5,64,19420526-20120812,71.0,78.3,65
USC00469011,37.6,-80.5333,604.1,WV,UNION,-5,19480801-20121214,92.3,64,18940201-20120331,119.0,81.6,65
USC00456909,46.533,-121.9327,274.3,WA,RANDLE 1 E,-8,19540801-20240411,71.7,70,19241213-20180129,95.0,0.0,65
USC00335041,39.6521,-81.8561,231.6,OH,MC CONNELLSVILLE LK 7,-5,19480801-20120403,84.9,64,18930601-20120331,120.0,96.5,65
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,-5,19510601-20150501,89.9,64,18950101-20150501,121.0,98.4,65
USC00238003,40.2199,-94.5444,271.3,MO,STANBERRY,-6,19480801-20121109,68.4,64,18930101-20121109,120.0,0.0,65
USC00351433,44.3913,-122.4811,292.6,OR,CASCADIA,-8,19480801-20120731,93.2,64,19080501-20120720,105.0,79.0,65
USC00088780,25.7608,-80.8241,4.6,FL,TAMIAMI TRAIL 40 MI. BEND,-5,19420101-20240402,84.0,82,19400629-20060630,67.0,88.4,65
USC00304207,42.11,-79.1591,381.0,NY,JAMESTOWN 4 ENE,-5,19600909-20240402,70.0,64,19600901-20240504,65.0,75.0,65
USC00334004,39.0791,-82.7065,257.6,OH,JACKSON 3 NW,-5,19600601-20240401,80.4,64,19140325-20240504,111.0,92.9,65
USC00353232,42.2052,-121.1314,1484.4,OR,GERBER DAM,-8,19580701-20240320,86.4,66,19251129-20220711,98.0,12.2,65
USC00448046,39.0858,-78.4441,289.6,VA,STAR TANNERY,-5,19480501-20120105,85.3,64,19480801-20120131,65.0,23.7,65
USC00242827,48.8978,-115.0644,771.8,MT,EUREKA RANGER STATION,-7,19600601-20240409,94.7,64,19600601-20240424,65.0,97.5,65
USC00396170,44.4419,-100.4171,506.9,SD,OAHE DAM,-6,19600801-20240401,92.4,64,19600401-20240430,65.0,74.9,65
USC00392852,45.1167,-102.0,714.1,SD,FAITH 7 NNE,-7,19480801-20121219,87.0,64,19130401-20120930,100.0,81.2,65
USW00023170,38.4167,-110.7,1360.0,UT,HANKSVILLE FAA AP,-7,19480701-20121102,95.7,64,19100301-20220419,113.0,93.2,65
USC00108137,48.2943,-116.5627,648.0,ID,SANDPOINT EXP STATION,-8,19600101-20240410,89.1,64,19101001-20240504,115.0,93.6,65
USC00238620,38.2016,-91.9811,234.7,MO,VIENNA 2 WNW,-6,19481101-20120502,89.9,64,19481101-20120428,65.0,72.1,65
USC00334979,40.1938,-83.2675,295.7,OH,MARYSVILLE,-5,19600526-20240422,86.0,64,19170101-20240503,108.0,98.3,65
USW00024088,44.2647,-104.9523,1284.7,WY,MOORCROFT,-7,19481101-20121223,74.0,64,19030113-20120630,110.0,63.5,65
USC00488070,42.1569,-106.9153,2084.2,WY,SEMINOE DAM,-7,19480801-20201209,86.1,72,19480805-20110831,64.0,73.2,64
USC00341544,34.2661,-94.7753,396.2,OK,CARTER TOWER,-6,19471101-20100813,90.9,63,19390101-20100812,72.0,3.6,64
USC00394268,45.3953,-101.4292,732.1,SD,ISABEL,-7,19480801-20190425,93.2,71,19201101-20111026,92.0,3.1,64
USC00441614,36.8667,-79.3167,259.1,VA,CHATHAM 4 N,-5,19610105-20240408,81.0,63,19220701-20240504,103.0,95.6,64
USC00251450,40.6944,-99.7008,719.9,NE,CANADAY STEAM PLANT,-6,19611101-20240409,91.2,63,19611101-20240504,64.0,95.1,64
USC00032356,36.4163,-93.7916,432.8,AR,EUREKA SPRINGS 3 WNW,-6,19490701-20120925,96.4,63,19020421-20120813,111.0,96.9,64
USC00123418,41.5575,-85.8825,266.7,IN,GOSHEN 3SW,-5,19611101-20240409,93.1,63,19140603-20240504,111.0,96.7,64
USC00076410,39.6682,-75.7457,32.3,DE,NEWARK AG FARM,-5,19560801-20190903,72.2,63,18940401-20240425,131.0,61.5,64
USC00098974,30.8055,-83.2736,80.8,GA,VALDOSTA 2 S,-5,19541001-20170601,87.7,63,19050220-20170228,113.0,46.9,64
USC00171472,46.6109,-69.5231,304.8,ME,CLAYTON LAKE,-5,19480501-20110601,84.7,63,19480601-20110323,64.0,39.5,64
USC00306623,43.4614,-74.5231,527.3,NY,PISECO,-5,19481001-20110331,78.5,63,19421201-20110504,70.0,0.5,64
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,-6,19471001-20100618,83.1,63,19050101-20210111,117.0,81.1,64
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,-7,19610121-20240205,95.4,63,19610113-20240502,64.0,95.1,64
USC00116819,40.7569,-88.1827,204.2,IL,PIPER CITY,-6,19490201-20121214,89.6,63,19401101-20121231,73.0,59.8,64
USC00222896,33.5627,-89.2358,134.1,MS,EUPORA 2 E,-6,19510405-20160130,86.5,65,19270301-20141130,88.0,92.3,64
USC00014193,31.5253,-87.9277,67.1,AL,JACKSON,-6,19611023-20240401,81.9,63,19611001-20240504,64.0,61.3,64
USC00227840,30.6263,-89.0549,69.8,MS,SAUCIER EXP FOREST,-6,19540501-20171201,92.8,63,19540501-20210830,68.0,97.6,64
USC00029271,33.8215,-109.984,1575.8,AZ,WHITERIVER 1 SW,-7,19480701-20110920,90.6,63,19000201-20120104,113.0,81.4,64
USC00126151,37.9325,-87.3744,115.8,IN,NEWBURGH LOCK & DAM,-6,19611201-20240304,84.9,63,19280101-20240504,97.0,12.9,64
USC00093460,30.7997,-82.0313,9.1,GA,FOLKSTON 3 SW,-5,19480701-20161202,90.7,68,19480701-20100531,63.0,0.1,63
USC00397052,44.8655,-98.5252,399.0,SD,REDFIELD,-6,19490801-20230831,88.8,74,19490101-20110430,63.0,90.5,63
USC00045756,35.0492,-118.1619,833.6,CA,MOJAVE,-8,19591101-20210303,88.2,62,19040101-20230831,120.0,41.2,63
USC00308944,44.148,-74.9003,460.2,NY,WANAKENA RNGR SCHOOL,-5,19480501-20130415,87.6,65,19100601-20101130,101.0,94.7,63
USC00351222,45.6898,-123.1906,106.7,OR,BUXTON,-8,19480701-20221004,95.4,74,19500202-20120331,63.0,1.1,63
USC00125407,39.4043,-86.4526,180.4,IN,MARTINSVILLE 2 SW,-5,19620618-20240401,83.6,62,19221221-20240503,103.0,67.9,63
USC00357823,45.0058,-122.7739,124.4,OR,SILVERTON,-8,19620828-20240402,93.6,62,19620829-20240430,63.0,97.3,63
USC00459200,46.0436,-118.4628,192.6,WA,WHITMAN MISSION,-8,19620929-20240222,86.3,62,19621001-20240503,63.0,94.4,63
USC00452030,46.3152,-118.0022,474.6,WA,DAYTON 1 WSW,-8,19620402-20240222,81.5,62,18930401-20240430,132.0,93.3,63
USC00049043,39.333,-120.173,1774.9,CA,TRUCKEE RS,-8,19480701-20240403,87.4,76,19040901-20090531,106.0,81.9,62
USC00227560,32.8977,-90.8852,32.0,MS,ROLLING FORK,-6,19520327-20130410,87.7,61,19360701-20161218,81.0,52.1,62
USC00046624,34.5883,-118.0938,796.1,CA,PALMDALE,-8,19630213-20240403,95.3,61,19030101-20240430,122.0,73.8,62
USC00236777,37.905,-93.3168,276.5,MO,POMME DE TERRE DAM,-6,19631101-20240401,80.5,61,19611001-20240504,64.0,92.4,62
USC00227467,34.7398,-88.9515,160.0,MS,RIPLEY,-6,19480601-20240403,88.8,76,18971101-20090630,113.0,58.8,62
USC00363018,41.1184,-75.7277,459.9,PA,FRANCIS E WALTER DAM,-5,19630801-20240401,82.2,61,19631001-20240501,62.0,88.8,62
USW00012930,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,-6,19630101-20240122,85.2,61,18930101-20240501,132.0,93.0,62
USC00043791,40.3636,-122.965,838.2,CA,HARRISON GULCH RS,-8,19481101-20240404,87.2,76,19431001-20090131,67.0,34.7,62
USC00114442,39.7346,-90.1979,185.9,IL,JACKSONVILLE 2E,-6,19630407-20240401,90.7,61,18950501-20240503,130.0,98.9,62
USC00471416,43.0596,-89.4819,318.8,WI,CHARMANY FARM,-6,19630718-20240401,91.5,61,19590801-20240504,66.0,80.7,62
USC00147922,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,-6,19580224-20240419,87.9,66,19180901-20191204,102.0,93.3,62
USC00146498,38.6449,-95.566,324.0,KS,POMONA LAKE,-6,19630708-20240301,88.2,61,19630501-20240504,62.0,92.4,62
USC00145852,39.8114,-99.9386,715.1,KS,NORTON DAM,-6,19630403-20240404,81.8,61,19620801-20240331,63.0,92.6,62
USC00262557,37.3476,-114.541,1043.0,NV,ELGIN,-8,19510301-20121213,61.2,61,19510302-20121213,62.0,40.0,62
USC00416210,31.9611,-96.688,138.4,TX,NAVARRO MILLS DAM,-6,19620810-20240213,90.3,62,19630101-20240504,62.0,94.0,62
USC00488888,43.723,-108.6963,1679.4,WY,THERMOPOLIS 21WNW,-7,19510524-20130806,86.5,62,19510525-20120331,62.0,77.9,62
USC00338810,38.7008,-82.473,189.6,OH,WATERLOO,-5,19560601-20230804,56.4,67,19600801-20211115,62.0,40.6,62
USC00248087,47.9161,-113.839,944.9,MT,SWAN LAKE,-7,19480701-20100901,84.8,62,19500402-20240504,75.0,58.6,61
USC00348708,36.0405,-98.9624,522.7,OK,TALOGA,-6,19570401-20170518,64.4,60,19000101-20170517,118.0,60.3,61
USC00489770,44.0113,-107.9684,1236.9,WY,WORLAND,-7,19640316-20240404,65.7,60,19070115-20240502,118.0,93.1,61
USC00046826,38.2577,-122.6077,6.1,CA,PETALUMA AIRPORT,-8,19640603-20240331,82.5,60,18930201-20240502,132.0,81.0,61
USC00290041,36.2402,-106.4277,1944.6,NM,ABIQUIU DAM,-7,19631002-20230912,72.9,60,19570601-20240430,68.0,89.4,61
USC00421008,37.641,-112.1702,2404.9,UT,BRYCE CANYON NP HQRS,-7,19590601-20190903,93.0,60,19590601-20240430,66.0,94.7,61
USC00418646,31.0372,-97.5283,215.2,TX,STILLHOUSE HOLLOW DAM,-6,19640522-20240304,87.6,60,19630701-20240331,62.0,83.4,61
USC00148946,38.9667,-98.489,460.9,KS,WILSON LAKE,-6,19640923-20240401,90.7,60,19640801-20240504,61.0,96.7,61
USC00416776,35.5544,-100.9736,960.1,TX,PAMPA # 2,-6,19531001-20240305,92.5,71,19640401-20240504,61.0,99.0,61
USC00130200,42.021,-93.7743,338.3,IA,AMES 8 WSW,-6,19640906-20240401,94.3,60,19641101-20240502,61.0,99.4,61
USC00446475,37.5844,-75.8217,9.1,VA,PAINTER 2 W,-5,19590201-20190501,73.1,60,19551201-20240331,70.0,99.3,61
USC00131060,40.7747,-91.1165,210.3,IA,BURLINGTON 2S,-6,19641216-20240406,82.7,60,19641216-20240427,61.0,94.1,61
USC00333758,39.2334,-83.6091,290.5,OH,HILLSBORO,-5,19640521-20240403,85.7,60,18930101-20240503,132.0,97.2,61
USC00290818,33.4286,-108.1,2033.0,NM,BEAVERHEAD R/S,-7,19480701-20230808,79.7,75,19160521-20080930,93.0,56.8,61
USC00488852,44.0648,-107.382,1447.2,WY,TENSLEEP 4NE,-7,19640523-20240402,93.1,60,19640601-20240430,61.0,94.5,61
USC00026119,32.6025,-110.7344,1374.6,AZ,ORACLE 2 SE,-7,19500224-20100407,84.4,60,19500225-20110511,62.0,92.9,61
USC00304025,42.2475,-73.7922,9.1,NY,HUDSON CORRECTIONAL FACILITY,-5,19570301-20170103,44.9,60,19570303-20170131,61.0,91.1,61
USC00453515,47.4829,-118.2519,658.1,WA,HARRINGTON,-8,19611128-20230929,90.9,62,19611201-20201031,60.0,97.5,60
USC00089219,27.6527,-80.403,6.1,FL,VERO BEACH 4SE,-5,19650501-20240301,87.8,59,19650501-20240504,60.0,95.1,60
USC00106174,43.1261,-115.7119,957.1,ID,MOUNTAIN HOME,-7,19480701-20170405,86.2,69,19060201-20071031,102.0,95.3,60
USC00249900,47.9185,-108.5244,1229.9,MT,ZORTMAN,-7,19650901-20240402,82.3,59,19650901-20240504,60.0,80.1,60
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,-7,19650502-20240310,81.6,59,19050801-20240504,120.0,60.0,60
USC00032978,35.5206,-91.9997,160.6,AR,GREERS FERRY DAM,-6,19650201-20240304,95.6,59,19601001-20240503,65.0,95.0,60
USC00032148,33.8885,-91.5316,49.7,AR,DUMAS,-6,19610201-20240313,81.9,63,19120501-20191031,108.0,92.8,59
USC00035112,33.9293,-93.8507,121.9,AR,NASHVILLE,-6,19660301-20240301,89.9,58,18990601-20240504,126.0,67.5,59
USC00031152,33.59,-92.8236,35.4,AR,CAMDEN 1,-6,19660427-20240226,80.0,58,18860115-20240504,139.0,92.6,59
USC00220955,34.6345,-88.5622,149.4,MS,BOONEVILLE,-6,19610223-20190324,86.4,58,18920703-20210317,130.0,90.4,59
USC00043573,39.2041,-121.068,731.5,CA,GRASS VALLEY NO. 2,-8,19660913-20240403,87.0,58,19661001-20240503,59.0,97.6,59
USC00082008,29.6333,-83.1053,12.8,FL,CROSS CITY 1 E,-5,19660627-20240410,87.6,58,19480701-20240424,77.0,87.1,59
USC00354622,45.3167,-118.0747,839.7,OR,LA GRANDE,-8,19660828-20240315,81.7,58,19650901-20240502,60.0,93.1,59
USC00486555,41.2659,-110.3375,2072.6,WY,MOUNTAIN VIEW,-7,19660330-20240402,91.0,58,19660401-20240501,59.0,92.4,59
USC00032444,36.101,-94.1737,387.1,AR,FAYETTEVILLE EXP STA,-6,19660413-20240404,87.3,58,18900520-20240430,135.0,89.5,59
USC00419417,31.6003,-97.2169,150.9,TX,WACO DAM,-6,19650224-20230927,82.9,58,19650301-20240331,60.0,88.1,59
USC00410518,32.263,-96.6369,140.5,TX,BARDWELL DAM,-6,19650402-20231016,88.5,58,19650401-20240331,60.0,87.5,59
USC00332098,41.2783,-84.3847,213.4,OH,DEFIANCE,-5,19671205-20240418,89.4,57,18930310-20240430,132.0,83.0,58
USC00145039,38.3781,-97.0752,418.5,KS,MARION RESERVOIR,-6,19660511-20230103,91.2,57,19660101-20240502,59.0,97.5,58
USC00102845,46.5023,-116.3216,303.3,ID,DWORSHAK FISH HATCHERY,-8,19661101-20231219,92.2,57,19661201-20240331,59.0,96.8,58
USC00467730,39.3833,-78.7333,195.1,WV,ROMNEY 3 NNE,-5,19670201-20240401,74.6,57,18700813-20240504,155.0,73.5,58
USC00040212,38.573,-122.4405,522.7,CA,ANGWIN PACIFIC UNION COLLEGE,-8,19671103-20240411,87.7,57,19400101-20240430,85.0,82.1,58
USC00425892,40.7485,-111.7232,1652.0,UT,MOUNTAIN DELL DAM,-7,19671003-20240401,90.4,57,19200105-20240504,105.0,73.5,58
USC00145306,39.0745,-96.8982,369.7,KS,MILFORD LAKE,-6,19670711-20240301,86.0,57,19651001-20240504,60.0,94.8,58
USC00112353,37.4388,-88.6678,160.6,IL,DIXON SPRINGS AGRIC CNTR,-6,19670921-20240308,91.1,57,19670922-20240331,58.0,93.9,58
USC00166244,32.6052,-93.2947,56.4,LA,MINDEN,-6,19640305-20211026,86.1,57,18930416-20211116,129.0,95.1,58
USC00013645,34.1388,-87.9947,149.4,AL,HAMILTON,-6,19671103-20240402,80.9,57,19620101-20240504,63.0,96.5,58
USC00455946,48.8994,-117.829,456.3,WA,NORTHPORT,-8,19610401-20180601,90.0,57,18990401-20240504,126.0,83.8,58
USC00358884,45.8652,-123.1902,190.5,OR,VERNONIA NO. 2,-8,19640427-20240402,91.8,60,19670722-20240331,58.0,96.9,58
USC00236460,36.6916,-93.1118,267.0,MO,OZARK BEACH 2 NNE,-6,19681101-20240402,89.0,56,19240701-20240504,101.0,72.1,57
USC00237452,38.6308,-90.2708,157.0,MO,ST LOUIS SCIENCE CENTER,-6,19680701-20240405,65.8,56,19680801-20240504,57.0,63.2,57
USC00050263,38.9931,-105.8915,2724.6,CO,ANTERO RESERVOIR,-7,19680513-20240401,90.0,56,19610601-20240501,64.0,97.4,57
USC00418942,33.4368,-94.0773,118.9,TX,TEXARKANA,-6,19680917-20240308,86.5,56,19681001-20240503,57.0,98.5,57
USC00417936,31.0619,-94.1011,57.6,TX,SAM RAYBURN DAM,-6,19680101-20240305,83.8,56,19680101-20240504,57.0,92.6,57
USC00426414,41.2307,-112.028,1304.5,UT,OGDEN SUGAR FACTORY,-7,19530624-20240411,96.5,71,19240901-20090531,86.0,90.7,57
USC00303851,43.6051,-75.5544,549.9,NY,HIGHMARKET 2W,-5,19680901-20240401,89.7,56,19240520-20240504,101.0,12.5,57
USC00367186,41.589,-75.3303,374.9,PA,PROMPTON DAM,-5,19660501-20240402,78.5,58,19680301-20240501,57.0,35.9,57
USC00043384,38.933,-120.8008,914.7,CA,GEORGETOWN RS,-8,19671101-20240403,83.3,57,19461101-20231120,78.0,62.7,57
USC00044191,40.6161,-123.4566,389.5,CA,HYAMPOM,-8,19480701-20170407,91.5,69,19120601-20040531,93.0,0.0,57
USC00042239,32.9897,-116.5872,1414.3,CA,CUYAMACA,-8,19670822-20231001,80.6,56,18990101-20240331,126.0,93.3,57
USC00312631,36.4742,-79.7433,206.7,NC,EDEN,-5,19691001-20240401,80.2,55,19691001-20240331,56.0,24.5,56
USC00447338,36.9769,-79.8961,400.8,VA,ROCKY MOUNT,-5,19691009-20240401,75.9,55,18940419-20240503,131.0,87.6,56
USC00353047,44.4139,-122.6728,167.6,OR,FOSTER DAM,-8,19691104-20240401,92.3,55,19691101-20240502,56.0,98.1,56
USC00479304,45.7992,-90.9947,413.0,WI,WINTER,-6,19660504-20210428,74.8,55,19150101-20210405,107.0,94.0,56
USW00093825,37.0955,-89.9161,109.7,MO,ADVANCE 1 S,-6,19480801-20210703,80.4,73,19480101-20031130,56.0,95.6,56
USC00303184,42.8766,-77.0307,218.8,NY,GENEVA RESEARCH FARM,-5,19680501-20240412,89.9,56,19690101-20240504,56.0,99.1,56
USC00111290,38.6249,-89.363,152.7,IL,CARLYLE RESERVOIR,-6,19700701-20240405,78.6,54,19620801-20240504,63.0,88.8,55
USC00292241,35.9951,-106.9704,2105.6,NM,CUBA,-7,19700701-20240319,74.2,54,19380901-20240331,87.0,80.8,55
USC00427959,39.9292,-111.0794,2283.0,UT,SOLDIER SUMMIT,-7,19480701-20240102,81.8,76,18930501-20020630,110.0,55.3,55
USC00018209,32.9205,-86.6708,207.3,AL,THORSBY EXP STATION,-6,19700301-20240425,89.7,54,19571001-20240502,68.0,90.6,55
USC00473756,43.4388,-88.6313,268.5,WI,HORICON WWTP,-6,19701103-20240401,89.7,54,19701101-20240504,55.0,97.7,55
USC00043402,34.5225,-119.6822,474.9,CA,GIBRALTAR DAM NO. 2,-8,19700501-20240401,95.4,54,19580101-20240331,67.0,13.5,55
USC00127298,40.9239,-87.1754,200.6,IN,RENSSELAER WWTP,-6,19700605-20240405,77.3,54,19700701-20240504,55.0,96.6,55
USC00161411,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,-6,19680410-20240306,75.1,56,18921201-20221214,131.0,91.9,55
USC00238082,37.6968,-93.7725,281.0,MO,STOCKTON DAM,-6,19700501-20240402,77.1,54,19700701-20240503,55.0,93.4,55
USC00146333,39.1174,-95.4101,291.7,KS,PERRY LAKE,-6,19700209-20240131,83.4,54,19670601-20240504,58.0,94.2,55
USC00365790,40.8847,-77.475,341.4,PA,MILLHEIM,-5,19691001-20240207,84.7,55,19490601-20231231,75.0,24.7,55
USC00117876,39.4079,-88.7739,198.1,IL,SHELBYVILLE DAM,-6,19700701-20240401,82.9,54,19410101-20240504,84.0,43.4,55
USC00396304,43.4041,-103.2677,908.3,SD,ORAL,-7,19710513-20240401,88.4,53,19710501-20240502,54.0,95.4,54
USC00130536,40.857,-94.0494,349.9,IA,BEACONSFIELD 3N,-6,19690709-20220301,89.4,53,19510509-20240503,74.0,93.2,54
USC00446712,38.2252,-78.1189,158.5,VA,PIEDMONT RESEARCH STATION,-5,19710501-20240311,83.8,53,19461101-20240501,79.0,98.8,54
USC00322188,46.8914,-102.7792,749.8,ND,DICKINSON,-7,19711101-20240405,85.7,53,18930101-20240430,132.0,86.5,54
USC00203947,42.6333,-83.9167,289.9,MI,HOWELL SEWAGE PLANT,-5,19610410-20240411,91.5,63,18910901-20141031,124.0,34.3,54
USC00474894,45.5733,-92.4852,371.9,WI,LUCK,-6,19710513-20240403,85.1,53,19710501-20240504,54.0,97.8,54
USC00127999,39.5282,-85.7914,229.2,IN,SHELBYVILLE SEWAGE PLANT,-5,19710101-20240401,83.7,53,18930101-20240503,132.0,90.5,54
USC00401663,36.3211,-87.2218,119.5,TN,CHEATHAM LOCK & DAM,-6,19710306-20240404,76.4,53,19710501-20240504,54.0,90.3,54
USC00013519,31.7901,-86.6087,104.2,AL,GREENVILLE,-6,19710901-20240402,89.1,53,19000915-20240331,125.0,73.7,54
USC00124730,41.6474,-85.4121,274.3,IN,LAGRANGE,-5,19620602-20151202,81.1,53,19620101-20150615,54.0,88.8,54
USC00311881,35.0251,-78.276,48.2,NC,CLINTON 2 NE,-5,19710201-20240415,81.0,53,19710101-20240504,54.0,97.3,54
USC00338794,39.5353,-83.4239,291.7,OH,WASHINGTON COURT HOUSE,-5,19710101-20240401,59.4,53,19160101-20240503,109.0,83.2,54
USC00105708,44.8871,-116.1046,1531.6,ID,MCCALL,-7,19710101-20240401,81.0,53,19050527-20240503,120.0,88.4,54
USC00229860,32.9027,-90.3816,32.6,MS,YAZOO CITY 5 NNE,-6,19600101-20130614,91.1,53,19600101-20180531,59.0,96.1,54
USC00234544,40.2057,-92.5748,295.7,MO,KIRKSVILLE,-6,19710701-20240401,69.2,53,18930201-20240504,132.0,90.7,54
USC00216228,46.2154,-96.178,331.0,MN,ORWELL DAM,-6,19530301-20240402,75.2,71,19710601-20240503,54.0,51.9,54
USC00219170,43.6449,-95.5802,478.5,MN,WORTHINGTON 2 NNE,-6,19710728-20240401,92.6,53,19711101-20240504,54.0,97.6,54
USC00361139,40.8415,-79.9163,304.8,PA,BUTLER 2 SW,-5,19670627-20200820,71.6,53,19671001-20200808,54.0,96.7,54
USC00317319,36.4789,-77.6714,64.0,NC,ROANOKE RAPIDS,-5,19710901-20240416,74.8,53,19720101-20240504,53.0,95.8,53
