StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range,PCT_POR_Good,Num_Year_Overlap,Num_Valid_Years,PCT_Good_Overlap_1h,Num_Year_Overlap_1h,PCT_Good_Overlap_24h,Num_Year_Overlap_24h,KG
USC00124837,725350-14848,36.22741954942063,11.599999999999994,41.6116,-86.7297,246.6,IN,LAPORTE,-6,19780401-20240407, 81.7%,47.0,47.0,99.8,47.0,99.9,47.0,Dfa
USC00293142,723658-23090,9.677434423617033,38.5,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,-7,19780401-20240408, 91.7%,47.0,47.0,95.9,47.0,95.7,47.0,BWk
USC00326105,727535-14919,25.271544922892343,26.80000000000001,46.7005,-98.5839,428.2,ND,MONTPELIER,-6,19780417-20240404, 93.4%,47.0,47.0,99.9,47.0,100.0,47.0,Dwb
USC00381770,723119-13886,47.63074293726919,65.19999999999999,34.6604,-82.8233,243.8,SC,CLEMSON UNIVERSITY,-5,19490601-20240331, 63.5%,47.0,47.0,88.7,47.0,91.5,47.0,Cfa
USC00205567,726360-14840,35.74388474321742,8.099999999999994,43.461,-86.4177,198.1,MI,MONTAGUE 4 NW,-5,19780614-20240404, 88.1%,47.0,47.0,99.5,47.0,99.0,47.0,Dfb
USC00415897,722580-13960,40.82615639108008,83.1,32.4916,-96.9992,230.1,TX,MIDLOTHIAN,-6,19740117-20211201, 85.9%,47.0,47.0,100.0,47.0,100.0,47.0,Cfa
USC00361139,725200-94823,47.21784603206366,36.19999999999999,40.8415,-79.9163,304.8,PA,BUTLER 2 SW,-5,19670627-20200820, 71.6%,48.0,47.0,99.5,47.0,99.1,47.0,Dfa
USC00030832,723440-13964,48.03341474683891,35.900000000000006,35.0971,-93.9147,171.9,AR,BOONEVILLE 3 SSE,-6,19780406-20230927, 88.3%,46.0,46.0,100.0,46.0,100.0,46.0,Cfa
USW00024027,725744-24027,0.5755774605209165,0.0,41.5947,-109.0529,2060.0,WY,ROCK SPRINGS AP,-7,19480801-20170508, 55.6%,46.0,46.0,100.0,46.0,100.0,45.0,BSk
USC00140326,724506-13986,33.752615261097894,20.100000000000023,37.8894,-98.1785,483.1,KS,ARLINGTON,-6,19781025-20240403, 82.0%,46.0,46.0,95.3,45.0,96.6,45.0,Dfa
USC00134101,725450-14990,34.984472198855904,60.900000000000006,41.6093,-91.5051,195.1,IA,IOWA CITY,-6,19790901-20240403, 89.1%,46.0,46.0,98.7,46.0,99.1,46.0,Dfa
USC00082008,722120-12833,0.63012615114158,1.8000000000000007,29.6333,-83.1053,12.8,FL,CROSS CITY 1 E,-5,19660627-20240410, 87.6%,46.0,46.0,74.4,46.0,80.5,46.0,Cfa
USC00411429,722536-12911,37.28976900986471,83.80000000000001,29.8607,-98.1959,304.8,TX,CANYON DAM,-6,19780801-20240410, 86.7%,46.0,46.0,99.7,46.0,99.3,46.0,Cfa
USC00234919,724457-03938,31.984686130659835,6.699999999999989,37.5545,-91.8835,359.7,MO,LICKING 4N,-6,19790515-20240410, 82.1%,46.0,46.0,98.7,46.0,98.1,46.0,Dfa
USC00161411,722486-13942,31.068360667297853,14.6,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,-6,19680410-20240306, 75.1%,47.0,46.0,87.7,47.0,91.3,47.0,Cfa
USC00310750,723060-13722,37.05837675211787,25.5,35.6547,-79.0709,94.5,NC,B. EVERETT JORDAN DAM,-5,19780701-20240410, 71.5%,47.0,46.0,100.0,46.0,100.0,45.0,Cfa
USC00386114,723106-13744,44.43730252692512,9.5,34.1944,-79.2472,33.5,SC,MULLINS,-5,19660501-20200106, 79.1%,48.0,46.0,86.0,47.0,87.8,47.0,Cfa
USC00314970,723170-13723,39.58235757015042,43.400000000000006,35.8457,-80.2599,231.6,NC,LEXINGTON,-5,19791201-20240411, 83.5%,46.0,46.0,100.0,46.0,100.0,45.0,Cfa
USC00012675,722269-03850,17.59377188200457,11.700000000000005,31.297,-85.89,102.7,AL,ENTERPRISE 4 W,-6,19710401-20240402, 81.3%,46.0,46.0,86.2,47.0,89.2,46.0,Cfa
USC00156012,724250-03860,48.33225820320949,19.69999999999999,38.3423,-83.1038,270.7,KY,OLIVE HILL 5NE,-5,19480801-20240103, 64.8%,47.0,46.0,71.3,46.0,70.7,46.0,Dfa
USC00320189,718620-99999,45.10074222826879,37.79999999999996,48.9975,-103.4877,617.8,ND,AMBROSE 3 N,-6,19771116-20240301, 87.6%,47.0,46.0,97.7,48.0,97.6,47.0,BSk
USC00029158,723723-23184,47.88381434461167,24.40000000000009,34.9281,-112.8097,1551.4,AZ,WALNUT CREEK,-7,19790720-20240301, 84.5%,46.0,46.0,100.0,46.0,100.0,46.0,BSk
USC00043182,725955-24259,37.2852210467389,25.799999999999955,41.601,-122.8478,831.8,CA,FORT JONES RS,-8,19761117-20240401, 89.3%,46.0,45.0,94.1,46.0,96.8,44.0,Csb
USC00413686,722577-99999,48.53420597471223,38.80000000000001,30.7188,-97.3211,169.2,TX,GRANGER DAM,-6,19800601-20240404, 82.7%,45.0,45.0,99.1,45.0,99.1,45.0,Cfa
USC00118020,724350-03816,32.63453907837179,15.200000000000005,37.1644,-88.4311,108.8,IL,SMITHLAND LOCK & DAM,-6,19801001-20240304, 86.9%,45.0,45.0,100.0,45.0,99.9,44.0,Cfa
USC00123082,725335-99999,49.36173370301713,4.199999999999989,40.2986,-86.5066,251.2,IN,FRANKFORT DISPOSAL,-5,19800601-20240402, 83.7%,45.0,45.0,99.5,45.0,99.7,45.0,Dfa
USC00292250,723625-93057,35.67143713474457,98.79999999999995,35.0883,-107.5177,1888.2,NM,CUBERO,-7,19770101-20240402, 96.0%,45.0,45.0,89.5,45.0,93.6,44.0,BWk
USC00220955,723320-93862,45.7948746871952,46.400000000000006,34.6345,-88.5622,149.4,MS,BOONEVILLE,-6,19610223-20190324, 86.4%,47.0,45.0,80.1,46.0,82.4,46.0,Cfa
USC00252433,725533-94957,40.12247095305938,40.30000000000001,40.0411,-96.0499,338.3,NE,DU BOIS 1NNW,-6,19701001-20240312, 89.2%,44.0,44.0,88.6,44.0,93.3,44.0,Dfa
USW00003969,722597-93985,47.04360457501673,66.89999999999998,32.3607,-98.1269,353.9,TX,STEPHENVILLE 9NNE,-6,19400701-20170517, 56.0%,44.0,44.0,83.5,44.0,80.7,42.0,Cfa
USC00226816,722350-03940,30.36113755333629,28.90000000000001,32.3211,-89.7469,118.9,MS,PELAHATCHIE 3 E,-6,19800601-20230930, 83.7%,44.0,44.0,100.0,44.0,100.0,44.0,Cfa
USC00414517,722597-93985,48.49801065733364,42.5,33.2065,-98.1688,329.5,TX,JACKSBORO,-6,19400501-20171121, 61.7%,44.0,44.0,78.5,44.0,79.7,42.0,Cfa
USC00225361,723307-99999,32.92933345517845,3.799999999999997,33.1544,-88.5586,76.2,MS,MACON 3N,-6,19730301-20221212, 79.5%,46.0,44.0,78.2,46.0,84.8,44.0,Cfa
USC00220797,747686-13820,11.69245743610718,4.2,30.4375,-89.0277,5.8,MS,BILOXI 9 WNW,-6,19700415-20130901, 82.4%,44.0,44.0,99.7,44.0,99.6,44.0,Cfa
USC00422726,725720-24127,27.92583291766813,47.0,41.0203,-111.9328,1335.0,UT,FARMINGTON 3 NW,-7,19480801-20240419, 52.7%,45.0,44.0,100.0,45.0,100.0,45.0,Dsa
USC00161899,722317-13970,35.74323389666911,38.0,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,-6,19740701-20170321, 88.4%,44.0,44.0,100.0,44.0,100.0,44.0,Cfa
USC00427064,725724-24174,7.096430225003863,22.90000000000009,40.2458,-111.6508,1392.9,UT,PROVO BYU,-7,19800901-20240402, 95.4%,44.0,44.0,94.8,44.0,94.4,44.0,BSk
USC00213463,727530-14914,48.0904761264184,12.0,47.3522,-96.8332,260.0,MN,HALSTAD,-6,19781011-20230913, 69.1%,44.0,44.0,99.8,43.0,99.5,42.0,Dfb
USC00032489,723405-03930,32.50929953012379,56.0,34.7594,-92.4553,150.0,AR,FERNDALE 6 E,-6,19810504-20240209, 90.8%,44.0,44.0,99.3,44.0,99.4,44.0,Cfa
USC00411246,722595-13911,29.8615949932484,47.30000000000001,32.5066,-97.3444,232.3,TX,BURLESON,-6,19821201-20240328, 96.0%,43.0,43.0,99.2,43.0,99.4,43.0,Cfa
USC00275868,726116-94765,28.64822045575216,66.69999999999999,43.3772,-72.1812,234.7,NH,NEWPORT,-5,19691120-20190501, 81.1%,43.0,43.0,87.7,43.0,91.2,43.0,Dfb
USC00292100,723650-23050,23.25752498398069,86.09999999999991,35.2488,-106.595,1531.9,NM,CORRALES,-7,19821106-20240405, 78.6%,43.0,43.0,100.0,43.0,100.0,40.0,BWk
USC00410690,722517-12932,42.13747960641125,63.8,27.5969,-98.4162,115.8,TX,BENAVIDES #2,-6,19820720-20240409, 85.9%,43.0,43.0,99.8,43.0,99.6,43.0,BSh
USC00010390,723230-03856,21.674109130094447,20.0,34.7752,-86.9508,210.0,AL,ATHENS,-6,19820601-20240304, 84.5%,43.0,43.0,100.0,43.0,100.0,43.0,Cfa
USC00012172,722235-13838,40.00977274312374,1.6,30.2505,-88.0775,2.4,AL,DAUPHIN ISLAND #2,-6,19750801-20240406, 91.9%,46.0,43.0,83.6,46.0,91.5,44.0,
USC00046521,724837-93216,44.38957870666441,18.1,39.5177,-121.553,52.1,CA,OROVILLE,-8,19821101-20240403, 86.3%,43.0,43.0,97.4,43.0,98.0,43.0,Csa
USC00226718,747686-13820,41.45938715477675,6.3,30.3961,-88.478,3.7,MS,PASCAGOULA 3 NE,-6,19730412-20160502, 71.3%,44.0,43.0,99.7,44.0,99.2,44.0,Cfa
USC00419916,723418-13977,23.209763319261377,29.0,33.3038,-94.1584,86.0,TX,WRIGHT PATMAN DM & LK,-6,19811101-20240227, 68.9%,43.0,43.0,99.9,43.0,100.0,42.0,Cfa
USC00394766,726530-99999,31.766970916375413,85.60000000000002,44.0643,-99.4606,444.4,SD,LAKE SHARPE PROJECT,-6,19740501-20240401, 88.8%,43.0,42.0,84.6,42.0,93.4,42.0,BSk
USC00368057,725130-14777,39.39078972719759,80.19999999999999,41.1831,-76.1488,208.8,PA,SHICKSHINNY 3 N,-5,19710601-20170804, 61.3%,44.0,42.0,99.2,43.0,99.3,43.0,Dfb
USC00413507,722576-03902,43.92006489946952,42.60000000000002,30.6763,-97.7208,266.4,TX,GEORGETOWN LAKE,-6,19810801-20220502, 80.1%,42.0,42.0,99.8,42.0,99.6,42.0,Cfa
USC00142938,724585-93997,26.697391615745985,29.399999999999977,38.6366,-98.8722,597.4,KS,GALATIA 4E,-6,19821101-20240402, 85.6%,42.0,42.0,99.8,42.0,99.3,41.0,Dfa
USC00143665,724655-93990,0.9294982127770932,17.200000000000045,39.3618,-99.8279,649.8,KS,HILL CITY 1E,-6,19831001-20240411, 86.6%,42.0,42.0,99.9,42.0,99.6,42.0,BSk
USC00128784,725335-99999,47.57607031542024,24.30000000000001,40.2233,-86.1086,271.3,IN,TIPTON 5 SW,-5,19830501-20240401, 93.8%,42.0,42.0,99.8,42.0,99.6,42.0,Dfa
USC00043357,725985-24267,36.527797029951074,21.0,41.8459,-123.967,118.0,CA,GASQUET RS,-8,19710301-20240401, 81.7%,43.0,42.0,75.4,44.0,77.3,43.0,Csb
USC00099291,722255-93842,47.63809891272764,55.30000000000001,32.8861,-85.1838,175.3,GA,WEST POINT,-5,19830203-20240412, 85.2%,42.0,42.0,99.9,42.0,100.0,42.0,Cfa
USC00112193,725316-99999,7.729190521067498,13.199999999999989,39.8288,-88.9505,194.8,IL,DECATUR WTP,-6,19831101-20240415, 93.2%,42.0,42.0,99.0,42.0,99.2,42.0,Dfa
USC00405210,723346-03811,47.44119640714499,28.599999999999994,35.6502,-88.3904,157.6,TN,LEXINGTON,-6,19820601-20240401, 75.4%,42.0,41.0,99.7,41.0,99.6,41.0,Cfa
USC00117187,724335-99999,31.996883469191143,7.300000000000011,38.0405,-88.9883,138.7,IL,REND LAKE DAM,-6,19720301-20240301, 78.8%,45.0,41.0,74.7,43.0,75.5,42.0,Dfa
USC00142432,724604-93076,9.637654697156597,7.900000000000091,37.0833,-101.85,1096.1,KS,ELKHART 6 NNE,-6,19490101-20240405, 64.5%,44.0,41.0,73.0,42.0,86.3,41.0,BSk
USC00335398,724286-93824,48.53435142722726,4.300000000000011,40.3486,-82.0908,263.7,OH,MOHAWK DAM,-5,19660401-20240301, 59.6%,42.0,41.0,80.3,41.0,85.8,40.0,Dfa
USC00330862,725360-94830,26.96262371516907,0.6999999999999886,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,-5,19830601-20240401, 82.0%,41.0,41.0,99.7,41.0,100.0,41.0,Dfa
USC00154955,724235-13810,12.668745704398471,29.90000000000001,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,-5,19820701-20221220, 80.1%,41.0,41.0,99.8,41.0,99.8,41.0,Cfa
USC00305435,725145-54746,3.744360531260709,88.10000000000002,41.6667,-74.7833,338.9,NY,MONGAUP VALLEY,-5,19740901-20231101, 71.1%,42.0,41.0,80.3,42.0,81.8,41.0,Dfb
USC00381277,723125-93846,45.80772371500528,73.5,34.0905,-82.5883,161.5,SC,CALHOUN FALLS,-5,19831201-20240404, 95.7%,42.0,41.0,100.0,42.0,99.8,41.0,Cfa
USC00321435,714410-99999,19.79457083064534,21.0,48.8624,-97.7015,274.0,ND,CAVALIER 7NW,-6,19770623-20240302, 84.3%,42.0,40.0,87.4,42.0,89.2,40.0,Dfb
USC00332651,724210-93814,34.907463029376395,86.69999999999999,39.3477,-84.5897,175.3,OH,FAIRFIELD,-5,19851001-20240401, 86.7%,40.0,40.0,100.0,40.0,100.0,40.0,Dfa
USC00419565,723601-23007,47.378878030928526,26.799999999999955,34.8422,-100.2102,621.8,TX,WELLINGTON,-6,19491001-20180628, 70.9%,40.0,40.0,73.8,40.0,81.9,38.0,BSk
USC00031140,723419-93992,31.52934029755552,49.0,33.3053,-92.4866,29.0,AR,CALION LOCK & DAM,-6,19851001-20240306, 78.8%,40.0,40.0,99.8,40.0,100.0,40.0,Cfa
USC00165021,722405-13976,7.900423208319124,2.4000000000000004,30.2191,-92.065,7.6,LA,LAFAYETTE,-6,19520310-20100603, 86.0%,41.0,40.0,73.6,41.0,72.4,41.0,Cfa
USC00448800,723087-93735,39.66647921984786,31.4,36.9839,-77.0078,34.4,VA,WAKEFIELD 1 NW,-5,19850601-20240307, 78.4%,40.0,40.0,89.8,40.0,92.2,40.0,Cfa
USC00340292,723555-99999,19.509271129838563,24.30000000000001,34.1773,-97.1617,256.3,OK,ARDMORE,-6,19570401-20240403, 46.6%,40.0,40.0,94.0,40.0,95.0,40.0,Cfa
USC00117391,725440-14923,9.438821285570777,1.9000000000000057,41.518,-90.5647,173.1,IL,ROCK ISLAND L&D 15,-6,19850726-20240402, 91.9%,40.0,40.0,100.0,40.0,100.0,40.0,Dfa
USC00336616,724275-14894,48.88424763622199,77.5,40.192,-81.2147,286.5,OH,PIEDMONT LAKE,-5,19670201-20231204, 57.2%,39.0,39.0,86.6,39.0,87.6,38.0,Dfa
USC00114805,725320-14842,45.68046799329562,59.400000000000006,41.0187,-89.4153,139.6,IL,LACON,-6,19840221-20240401, 84.2%,39.0,39.0,100.0,39.0,100.0,39.0,Dfa
USC00299569,722687-93033,42.72514762278977,49.700000000000045,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,-7,19860901-20240304, 90.9%,39.0,39.0,99.5,39.0,99.6,38.0,BSk
USC00250435,725533-94957,46.19416277134015,47.0,40.45,-95.8,345.0,NE,AUBURN 5 NNE,-6,19861202-20240304, 85.6%,39.0,39.0,99.9,39.0,99.8,39.0,Dfa
USC00082229,722057-12854,32.15691620506651,5.199999999999999,29.0667,-81.2833,8.8,FL,DELAND 3 NE,-5,19860221-20240325, 87.9%,39.0,39.0,99.7,39.0,99.8,39.0,Cfa
USC00212842,727455-94931,45.379398562754,24.0,46.9728,-92.87,384.0,MN,FLOODWOOD 3 NE,-6,19861001-20240403, 83.6%,39.0,39.0,99.7,39.0,100.0,39.0,Dfb
USC00164696,722487-13935,35.10436236288197,17.6,31.6782,-92.1288,43.6,LA,JENA,-6,19860204-20240306, 79.6%,39.0,39.0,99.6,39.0,99.7,39.0,Cfa
USC00304912,743700-99999,34.77015705927188,56.0,43.7929,-75.4829,263.0,NY,LOWVILLE,-5,19870414-20240402, 88.7%,38.0,38.0,98.6,38.0,98.8,38.0,Dfb
USC00235050,724455-14938,37.85862230501635,41.1,39.7505,-92.5065,249.9,MO,LONG BRANCH RESERVOIR,-6,19860501-20240405, 78.2%,39.0,38.0,99.9,39.0,99.7,38.0,Dfa
USC00332124,724280-14821,44.34822634296092,35.60000000000002,40.3583,-83.0703,281.6,OH,DELAWARE LAKE,-5,19500401-20240401, 42.6%,38.0,38.0,100.0,38.0,100.0,38.0,Dfa
USC00250622,725515-99999,0.0667169559867028,8.699999999999989,40.2994,-96.75,395.3,NE,BEATRICE 1N,-6,19841101-20240301, 89.1%,38.0,38.0,90.4,38.0,91.5,37.0,Dfa
USC00121873,724386-14835,46.78980527566519,73.80000000000001,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,-5,19880201-20240402, 86.5%,37.0,37.0,99.5,37.0,99.5,37.0,Dfa
USC00221094,722358-93919,40.56879268833787,9.599999999999994,31.5447,-90.458,132.6,MS,BROOKHAVEN CITY,-6,19780901-20140505, 92.2%,37.0,37.0,99.9,37.0,100.0,37.0,Cfa
USC00426757,725750-24126,28.922183052374955,21.0,41.4493,-112.0372,1335.0,UT,PERRY,-7,19871205-20240416, 75.7%,37.0,37.0,99.2,37.0,98.8,35.0,Dsa
USC00425194,724796-94128,13.120716670716966,12.900000000000093,41.6661,-111.8913,1367.9,UT,LOGAN 5 SW EXP FARM,-7,19761027-20240309, 90.6%,41.0,37.0,74.6,41.0,80.6,41.0,BSk
USC00212645,727455-94931,24.1633102864869,32.39999999999998,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,-6,19880823-20240104, 87.4%,37.0,36.0,99.7,37.0,100.0,35.0,Dfb
USC00334992,725210-14895,17.76245589335532,84.5,40.7667,-81.5333,283.5,OH,MASSILLON,-5,19480801-20240401, 34.7%,36.0,36.0,99.7,36.0,99.4,35.0,Dfa
USC00162534,722329-12936,49.68001050309221,7.1,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,-6,19880601-20240201, 81.1%,36.0,36.0,87.7,36.0,85.7,36.0,Cfa
USC00360785,725101-14712,6.1477693958664,0.2999999999999971,40.3803,-76.0275,106.7,PA,BLUE MARSH LAKE,-5,19890301-20240304, 68.2%,36.0,36.0,97.4,36.0,98.7,35.0,Dfa
USC00308839,725290-14768,21.58060570305206,35.30000000000001,43.003,-77.4484,199.3,NY,VICTOR 2NW,-5,19480501-20240401, 41.1%,36.0,36.0,100.0,36.0,100.0,36.0,Dfa
USC00354606,726945-99999,47.278841696227104,83.5,44.625,-122.7191,158.5,OR,LACOMB 3 NNE,-8,19870604-20240401, 91.6%,37.0,36.0,92.9,37.0,93.6,37.0,Csb
USC00148293,724507-13981,48.52250936215148,23.69999999999999,37.8488,-94.9765,274.3,KS,UNIONTOWN,-6,19821013-20160803, 87.7%,35.0,35.0,99.9,35.0,99.7,35.0,Dfa
USC00470045,725430-94822,49.8047859315569,11.300000000000011,42.6375,-89.0642,232.3,WI,AFTON - JANESVILLE WWTP,-6,19900701-20240401, 92.0%,35.0,35.0,100.0,35.0,100.0,35.0,Dfa
USC00090044,723200-93801,29.867113866252176,97.39999999999998,34.3407,-84.8347,291.4,GA,ADAIRSVILLE 5 SE,-5,19860918-20240301, 90.0%,35.0,35.0,85.8,35.0,93.3,35.0,Cfa
USC00204320,726350-94860,41.629339751709246,7.800000000000011,43.2036,-85.7776,247.8,MI,KENT CITY 2 SW,-5,19880414-20240301, 77.5%,35.0,35.0,100.0,35.0,100.0,35.0,Dfb
USC00471667,725430-94822,43.66918251425378,60.60000000000002,42.5493,-88.8754,281.6,WI,CLINTON WWTP,-6,19910702-20240401, 82.8%,34.0,34.0,100.0,34.0,100.0,34.0,Dfa
USC00034185,723418-13977,39.54907028213741,11.400000000000006,33.3613,-93.5674,103.6,AR,LEWISVILLE,-6,19910401-20240302, 89.9%,34.0,34.0,99.9,34.0,99.9,34.0,Cfa
USC00115768,999999-14931,44.45303945942245,5.5,40.9443,-90.6381,219.5,IL,MONMOUTH,-6,19910804-20240401, 88.7%,34.0,34.0,100.0,34.0,100.0,34.0,Dfa
USC00048261,722886-23130,30.70464951750301,37.80000000000001,34.2838,-118.8119,201.2,CA,SIMI SANITATION PLANT,-8,19751031-20131107, 89.7%,34.0,34.0,80.9,34.0,78.1,34.0,Csa
USC00308290,726227-94790,25.28380484911798,17.799999999999997,43.8389,-76.2675,76.2,NY,STONY POINT 2E,-5,19780701-20100804, 84.9%,33.0,33.0,98.0,33.0,98.5,33.0,Dfb
USC00148250,724490-13993,16.95045513649048,69.5,39.8281,-95.0875,315.5,KS,TROY 3N,-6,19880322-20240405, 89.4%,33.0,33.0,88.1,33.0,92.3,33.0,Dfa
USC00166314,722486-13942,1.8433480485236828,0.6999999999999993,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,-6,19770705-20091027, 88.7%,33.0,33.0,100.0,33.0,100.0,33.0,Cfa
USC00357056,726835-24230,2.6193253954716016,12.799999999999956,44.2627,-121.1577,927.2,OR,REDMOND 1 SSE,-8,19800401-20120910, 83.5%,33.0,33.0,99.5,33.0,99.5,32.0,BWk
USC00238223,724467-13930,30.65879940738248,59.30000000000001,38.9663,-93.4195,205.7,MO,SWEET SPRINGS,-6,19920701-20240401, 89.8%,33.0,33.0,99.4,33.0,99.8,33.0,Dfa
USC00036393,723445-93993,40.99805303484935,46.69999999999999,35.8236,-93.7672,423.7,AR,ST. PAUL 1 E,-6,19880301-20200402, 81.4%,33.0,33.0,99.9,33.0,99.8,33.0,Cfa
USC00124286,724380-93819,9.780532888988176,27.30000000000001,39.769,-86.185,213.7,IN,INDIANAPOLIS ZOO,-5,19910501-20240405, 87.1%,34.0,33.0,100.0,34.0,100.0,34.0,Dfa
USC00047293,725910-24216,2.8730054625035475,27.200000000000003,40.1622,-122.2202,80.8,CA,RED BLUFF TREATMENT PLANT,-8,19920201-20240401, 88.5%,33.0,33.0,100.0,33.0,100.0,32.0,Csa
USC00116610,724370-93823,36.64285337768031,22.80000000000001,39.6185,-87.6672,197.8,IL,PARIS STP,-6,19930301-20240417, 90.0%,32.0,32.0,100.0,32.0,99.6,32.0,Dfa
USC00080975,722120-12833,41.23421972841468,1.9000000000000004,29.9625,-82.9108,9.1,FL,BRANFORD,-5,19440821-20160307, 53.1%,32.0,32.0,73.9,32.0,75.8,32.0,Cfa
USC00152775,724210-93814,47.596836300230464,12.400000000000006,38.6873,-84.3585,249.6,KY,FALMOUTH,-5,19750201-20240401, 48.8%,32.0,32.0,100.0,32.0,100.0,31.0,Dfa
USC00420820,725755-24101,28.98641015771363,75.20000000000005,40.8547,-111.8902,1383.8,UT,BOUNTIFUL-VAL VERDA,-7,19810601-20140722, 81.9%,32.0,32.0,99.8,31.0,100.0,31.0,BSk
USC00461220,724175-99999,33.3365046346082,72.5,38.9803,-80.2201,443.5,WV,BUCKHANNON,-5,19930601-20240410, 80.4%,31.0,31.0,99.7,31.0,99.5,31.0,Dfa
USC00161287,722487-13935,48.84269060635934,1.6000000000000014,30.9594,-92.1786,24.4,LA,BUNKIE,-6,19770101-20100415, 71.2%,32.0,31.0,99.9,31.0,100.0,30.0,Cfa
USC00203391,726380-94814,32.92852421539949,0.8000000000000114,44.6454,-84.6992,350.8,MI,GRAYLING,-5,19890801-20240401, 82.4%,31.0,31.0,95.4,32.0,98.4,31.0,Dfb
USC00173944,727033-99999,11.160295238219875,30.099999999999994,46.2061,-67.8418,118.9,ME,HOULTON 5N,-5,19850701-20150501, 92.6%,31.0,31.0,99.4,31.0,99.7,31.0,Dfb
USC00434749,725165-99999,25.48510959908672,55.69999999999999,43.3923,-72.6791,295.7,VT,LUDLOW # 2,-5,19731024-20110801, 91.6%,36.0,30.0,73.3,36.0,78.8,33.0,Dfb
USC00084095,722026-12826,17.223584398327528,1.7000000000000002,25.5011,-80.55,2.7,FL,HOMESTEAD GEN AVIATION AP,-5,19950701-20240402, 84.0%,30.0,30.0,99.4,30.0,98.7,30.0,Aw
