StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,PCT_Good_Overlap_1h,Num_Year_Overlap,PCT_Good_Overlap_24h,KG
USC00161899,722317-13970,35.74323389666911,38.0,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,-6,19740701-20170321,88.4,43,99.2,23,98.3,14
USC00419916,723418-13977,23.209763319261377,29.0,33.3038,-94.1584,86.0,TX,WRIGHT PATMAN DM & LK,-6,19811101-20240227,68.9,43,70.5,23,80.4,14
USC00010390,723230-03856,21.674109130094447,20.0,34.7752,-86.9508,210.0,AL,ATHENS,-6,19820601-20240304,84.5,42,98.4,23,97.2,14
USC00292100,723650-23050,23.25752498398069,86.09999999999991,35.2488,-106.595,1531.9,NM,CORRALES,-7,19821106-20240405,78.6,42,99.5,23,99.7,5
USC00046521,724837-93216,44.38957870666441,18.1,39.5177,-121.553,52.1,CA,OROVILLE,-8,19821101-20240403,86.3,42,73.5,23,74.1,8
USC00405210,723346-03811,47.44119640714499,28.599999999999994,35.6502,-88.3904,157.6,TN,LEXINGTON,-6,19820601-20240401,75.4,42,76.3,23,85.7,14
USC00330862,725360-94830,26.96262371516907,0.6999999999999886,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,-5,19830601-20240401,82.0,41,96.3,23,96.2,25
USC00413507,722576-03902,43.920064899469516,42.60000000000002,30.6763,-97.7208,266.4,TX,GEORGETOWN LAKE,-6,19810801-20220502,80.1,41,85.3,23,85.5,14
USC00381277,723125-93846,45.807723715005274,73.5,34.0905,-82.5883,161.5,SC,CALHOUN FALLS,-5,19831201-20240404,95.7,41,75.5,23,81.5,14
USC00154955,724235-13810,12.668745704398473,29.900000000000006,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,-5,19820701-20221220,80.1,40,72.6,23,76.5,14
USC00099291,722255-93842,47.638098912727635,55.30000000000001,32.8861,-85.1838,175.3,GA,WEST POINT,-5,19830203-20240412,85.2,41,97.8,23,97.7,14
USC00411246,722595-13911,29.861594993248396,47.30000000000001,32.5066,-97.3444,232.3,TX,BURLESON,-6,19821201-20240328,96.0,42,71.6,23,71.8,14
USC00117391,725440-14923,9.438821285570777,1.9000000000000057,41.518,-90.5647,173.1,IL,ROCK ISLAND L&D 15,-6,19850726-20240402,91.9,39,98.5,23,98.1,25
USC00332651,724210-93814,34.907463029376395,86.69999999999999,39.3477,-84.5897,175.3,OH,FAIRFIELD,-5,19851001-20240401,86.7,39,99.3,23,99.9,25
USC00250435,725533-94957,46.19416277134015,47.0,40.45,-95.8,345.0,NE,AUBURN 5 NNE,-6,19861202-20240304,85.6,38,70.9,23,73.9,25
USC00299569,722687-93033,42.72514762278977,49.700000000000045,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,-7,19860901-20240304,90.9,38,79.0,23,81.9,7
USC00212842,727455-94931,45.379398562754,24.0,46.9728,-92.87,384.0,MN,FLOODWOOD 3 NE,-6,19861001-20240403,83.6,38,83.9,23,87.0,26
USC00082229,722057-12854,32.15691620506651,5.199999999999999,29.0667,-81.2833,8.8,FL,DELAND 3 NE,-5,19860221-20240325,87.9,38,70.0,23,79.2,14
USC00304912,743700-99999,34.77015705927188,56.0,43.7929,-75.4829,263.0,NY,LOWVILLE,-5,19870414-20240402,88.7,37,76.9,23,82.0,26
USC00354606,726945-99999,47.278841696227104,83.5,44.625,-122.7191,158.5,OR,LACOMB 3 NNE,-8,19870604-20240401,91.6,37,72.2,23,76.3,9
USC00212645,727455-94931,24.1633102864869,32.39999999999998,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,-6,19880823-20240104,87.4,36,83.5,23,88.4,26
USC00121873,724386-14835,46.78980527566519,73.80000000000001,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,-5,19880201-20240402,86.5,36,76.6,23,82.1,25
USC00232568,724467-13930,45.57546928521117,5.899999999999977,38.868,-94.0352,259.1,MO,ELM,-6,19560801-20240201,85.4,68,87.0,23,84.2,25
USC00204320,726350-94860,41.629339751709246,7.800000000000011,43.2036,-85.7776,247.8,MI,KENT CITY 2 SW,-5,19880414-20240301,77.5,36,99.3,23,98.2,26
USC00334681,745700-13840,46.17697735700501,92.0,39.9,-83.5167,342.0,OH,LONDON 4 W,-5,19890508-20240401,60.2,35,87.3,23,89.5,25
USC00235050,724455-14938,37.85862230501635,41.099999999999994,39.7505,-92.5065,249.9,MO,LONG BRANCH RESERVOIR,-6,19860501-20240405,78.2,38,71.3,23,83.3,25
USC00203391,726380-94814,32.92852421539949,0.8000000000000114,44.6454,-84.6992,350.8,MI,GRAYLING,-5,19890801-20240401,82.4,35,91.4,23,95.5,26
USC00470045,725430-94822,49.8047859315569,11.300000000000011,42.6375,-89.0642,232.3,WI,AFTON - JANESVILLE WWTP,-6,19900701-20240401,92.0,34,99.4,23,99.5,25
USC00420820,725755-24101,28.98641015771363,75.20000000000005,40.8547,-111.8902,1383.8,UT,BOUNTIFUL-VAL VERDA,-7,19810601-20140722,81.9,33,78.8,23,81.7,7
USC00137664,726587-99999,30.761109374835765,13.0,43.4023,-95.7499,467.0,IA,SIBLEY,-6,19910101-20240405,72.3,33,76.9,23,76.4,25
USC00115768,999999-14931,44.45303945942245,5.5,40.9443,-90.6381,219.5,IL,MONMOUTH,-6,19910804-20240401,88.7,33,81.8,23,82.6,25
USC00471667,725430-94822,43.66918251425378,60.60000000000002,42.5493,-88.8754,281.6,WI,CLINTON WWTP,-6,19910702-20240401,82.8,33,99.3,23,99.2,25
USC00473511,726508-94973,6.1700191765572185,2.1999999999999886,46.0002,-91.5074,365.8,WI,HAYWARD RANGER STA,-6,19910802-20240401,83.4,33,77.6,23,83.8,26
USC00034185,723418-13977,39.549070282137414,11.400000000000006,33.3613,-93.5674,103.6,AR,LEWISVILLE,-6,19910401-20240302,89.9,33,81.6,23,91.0,14
USC00116610,724370-93823,36.64285337768031,22.80000000000001,39.6185,-87.6672,197.8,IL,PARIS STP,-6,19930301-20240417,90.0,31,81.8,23,89.6,25
USC00165620,722317-13970,18.597568714851807,16.6,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,-6,19820501-20130123,76.4,31,99.4,23,98.7,14
USC00325078,727573-94928,44.10380005929962,27.30000000000001,48.2881,-99.4317,466.3,ND,LEEDS,-6,19770620-20070604,65.1,30,74.9,23,77.3,26
USC00084095,722026-12826,17.223584398327528,1.7000000000000002,25.5011,-80.55,2.7,FL,HOMESTEAD GEN AVIATION AP,-5,19950701-20240402,84.0,29,70.6,23,80.1,3
USC00115825,725345-14834,26.897674497155936,17.30000000000001,41.3713,-88.4332,159.7,IL,MORRIS 1NW,-6,19951101-20240401,86.5,29,74.1,23,84.5,25
