StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years,PCT_Good_Overlap_1h,PCT_Good_Overlap_24h,Clim_Reg,KG
USC00410639,28.4575,-97.7061,77.7,TX,BEEVILLE 5 NE,-6,19530802-20240410,89.5,71,18940707-20240503,131.0,91.0,72,97.2,97.4,S,14
USC00364778,40.119,-76.4265,109.7,PA,LANDISVILLE 2 NW,-5,19520401-20231019,86.6,71,19520401-20240229,73.0,97.2,72,97.6,96.9,NE,25
USC00413546,32.7463,-95.0497,118.9,TX,GILMER 4 WNW,-6,19410701-20120601,80.6,71,19290316-20120701,84.0,93.6,72,96.8,97.3,S,14
USC00419499,31.6725,-100.7283,644.7,TX,WATER VALLEY,-6,19531001-20240402,88.6,71,18980724-20240504,127.0,46.1,72,84.2,85.9,S,7
USC00214652,47.2467,-94.2228,396.8,MN,LEECH LAKE,-6,19530301-20240304,83.2,71,18930101-20240504,132.0,93.7,72,97.4,98.0,UM,26
USC00326620,46.1458,-98.0919,403.6,ND,OAKES,-6,19480801-20190619,86.5,71,19220919-20190830,98.0,83.3,72,92.5,89.8,NRP,25
USC00103143,46.0999,-115.5447,469.4,ID,FENN RANGER STATION,-8,19520424-20231113,90.2,71,19390601-20240504,86.0,91.2,72,90.9,89.2,NW,18
USC00351643,46.1081,-123.2058,6.7,OR,CLATSKANIE,-8,19540825-20240403,89.3,70,19350501-20240331,90.0,99.2,71,99.0,98.8,NW,9
USC00487200,41.625,-104.4944,1521.3,WY,PHILLIPS,-7,19480801-20200302,91.9,72,19480801-20181231,71.0,96.3,71,96.0,96.1,NRP,7
USC00263512,38.5155,-118.6208,1341.1,NV,HAWTHORNE,-8,19540820-20240404,44.3,70,19540819-20240331,71.0,45.0,71,81.9,87.4,W,5
USC00047085,39.8053,-120.4719,1478.3,CA,PORTOLA,-8,19541019-20240403,85.6,70,19150101-20240430,110.0,91.2,71,91.8,88.4,W,18
USC00362721,40.0087,-78.3585,304.8,PA,EVERETT,-5,19480501-20180901,73.0,70,18970501-20240229,128.0,71.4,71,88.6,89.1,NE,25
USC00352292,44.7241,-122.2547,371.9,OR,DETROIT DAM,-8,19541101-20240401,87.4,70,19541116-20240504,71.0,98.0,71,97.8,98.3,NW,9
USC00380736,34.2246,-80.2191,53.3,SC,BISHOPVILLE 1.4 ENE,-5,19480601-20180228,86.3,70,19330422-20240503,92.0,82.3,71,88.9,88.6,SE,14
USC00353402,45.3008,-121.7425,1213.1,OR,GOVERNMENT CAMP,-8,19541013-20240405,86.6,70,19510718-20240407,74.0,97.3,71,97.0,97.3,NW,19
USC00044232,36.798,-118.2036,1204.0,CA,INDEPENDENCE,-8,19480701-20190114,93.1,71,18930101-20180528,126.0,89.4,71,86.9,86.7,W,5
USC00454769,46.1372,-122.9781,3.4,WA,LONGVIEW,-8,19540801-20240422,74.1,70,19250701-20240504,100.0,96.2,71,97.5,97.8,NW,9
USW00024027,41.5947,-109.0529,2060.0,WY,ROCK SPRINGS AP,-7,19480801-20170508,55.6,69,19480101-20240503,77.0,97.6,70,96.2,97.7,NRP,7
USC00414098,34.8172,-102.4002,1164.3,TX,HEREFORD,-6,19550516-20240423,83.7,69,19050110-20240430,120.0,73.6,70,96.4,96.8,S,7
USC00466163,39.0667,-78.9667,249.9,WV,MOOREFIELD,-5,19480501-20171201,83.8,69,18920104-20171231,126.0,73.0,70,82.8,83.6,OV,25
USC00087886,27.7833,-82.6333,10.7,FL,ST PETERSBURG,-5,19460201-20150102,91.1,69,18920101-20150112,124.0,82.5,70,97.8,98.3,SE,14
USC00416792,29.3273,-103.2062,1140.0,TX,PANTHER JUNCTION,-6,19550321-20240305,94.6,69,19550401-20240504,70.0,97.2,70,97.2,96.2,S,4
USC00298518,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,-7,19541201-20230419,89.0,69,19541101-20231031,70.0,92.7,70,92.1,87.9,SW,7
USC00396574,43.0688,-98.5325,454.2,SD,PICKSTOWN,-6,19481101-20170703,96.4,69,19480101-20170417,70.0,96.9,70,96.3,94.0,NRP,21
USC00419565,34.8422,-100.2102,621.8,TX,WELLINGTON,-6,19491001-20180628,70.9,69,19120401-20180430,107.0,52.2,70,83.4,88.2,S,7
USC00461677,39.2682,-80.3522,306.6,WV,CLARKSBURG 1,-5,19480801-20171027,83.2,69,19221117-20240504,103.0,96.4,70,95.4,96.2,OV,25
USC00030936,34.8822,-91.2152,56.4,AR,BRINKLEY,-6,19480501-20170922,90.6,69,18830401-20170831,135.0,90.5,70,94.2,93.5,S,14
USC00449215,36.9725,-82.5579,781.5,VA,WISE 1SE,-5,19551112-20240405,85.8,69,19550512-20240404,70.0,97.8,70,98.0,98.9,SE,25
USC00435733,44.1647,-72.6567,204.2,VT,NORTHFIELD,-5,19480501-20170417,57.5,69,18870301-20181007,132.0,78.7,70,91.5,91.0,NE,26
USC00364432,41.677,-78.8036,533.4,PA,KANE 1NNE,-5,19490101-20180726,76.6,69,18940101-20240504,131.0,63.7,70,98.3,98.7,NE,26
USC00487760,43.0307,-108.3743,1510.3,WY,RIVERTON,-7,19550919-20240401,94.5,69,19070101-20240504,118.0,88.8,70,94.8,98.3,NRP,5
USC00312719,36.3096,-76.205,2.4,NC,ELIZABETH CITY,-5,19541119-20230706,76.4,69,19110401-20240331,114.0,92.6,70,93.8,91.1,SE,14
USC00451496,47.5711,-124.2922,24.4,WA,CLEARWATER,-8,19480701-20180315,78.7,70,18950605-20170331,123.0,69.7,70,94.5,94.0,NW,15
USC00313638,35.64,-77.3984,9.8,NC,GREENVILLE,-5,19551011-20240306,80.8,69,18750301-20240504,150.0,63.2,70,98.5,99.1,SE,14
USC00355050,43.9139,-122.76,217.0,OR,LOOKOUT POINT DAM,-8,19550913-20240401,90.8,69,19550914-20240503,70.0,98.4,70,98.4,98.6,NW,9
USC00407359,36.5877,-86.5258,242.0,TN,PORTLAND SEWAGE PLANT,-6,19530601-20240404,81.0,71,19550615-20240131,70.0,94.9,70,92.2,94.0,OV,14
USC00206300,43.0161,-84.18,222.5,MI,OWOSSO WWTP,-5,19550831-20240401,85.7,69,18960101-20240504,129.0,93.8,70,96.7,97.4,UM,25
USC00297649,33.3677,-105.6611,2112.3,NM,RUIDOSO,-7,19471101-20150814,80.6,68,19411222-20240503,84.0,86.3,69,91.7,95.1,SW,15
USC00243176,48.0121,-106.4117,631.2,MT,FORT PECK POWER PLANT,-7,19561201-20240423,94.9,68,19561201-20240504,69.0,94.8,69,94.3,94.7,NRP,7
USC00296435,32.3788,-106.0924,1286.6,NM,OROGRANDE,-7,19471101-20160218,90.7,69,19041201-20150423,112.0,76.0,69,83.4,80.7,SW,5
USC00150450,36.8582,-83.3302,354.8,KY,BAXTER,-5,19480801-20160101,72.6,68,19480801-20160101,69.0,92.6,69,89.6,89.9,OV,14
USC00150381,36.8825,-83.8819,301.8,KY,BARBOURVILLE,-5,19480801-20160916,78.5,68,19360701-20240504,89.0,74.8,69,87.7,88.8,OV,14
USC00419491,30.3237,-96.1594,65.5,TX,WASHINGTON STATE PARK,-6,19520612-20200613,86.7,68,19150401-20240229,110.0,62.1,69,95.9,94.5,S,14
USC00224001,34.6189,-89.1912,121.9,MS,HICKORY FLAT,-6,19480601-20160601,93.5,68,19090501-20160531,108.0,52.4,69,82.8,82.4,S,14
USC00041018,39.4539,-120.6556,1641.3,CA,BOWMAN DAM,-8,19480701-20160601,85.0,68,18960601-20240327,129.0,65.2,69,84.4,84.6,W,9
USC00463361,38.6649,-80.7672,258.5,WV,GASSAWAY,-5,19510401-20190730,87.9,68,19180401-20240504,107.0,64.6,69,92.5,93.0,OV,25
USC00335747,40.0875,-82.4128,254.5,OH,NEWARK WATER WORKS,-5,19561101-20240402,83.2,68,19341101-20240430,91.0,99.2,69,99.2,98.9,OV,25
USC00351765,45.2408,-120.179,878.1,OR,CONDON,-8,19490101-20170406,91.4,68,18940723-20180131,125.0,84.3,69,96.6,95.8,NW,7
USC00042012,36.0975,-119.5817,61.0,CA,CORCORAN IRRIGATION DIST.,-8,19560119-20240325,86.7,68,19480701-20240502,77.0,96.6,69,94.4,97.1,W,7
USC00297638,35.9331,-104.1375,1750.5,NM,ROY,-7,19471101-20170405,87.9,70,19051001-20141222,110.0,69.2,68,89.2,88.3,SW,7
USC00122309,38.4558,-86.6983,210.3,IN,DUBOIS SRN IN FORAGE FARM,-5,19570101-20240401,80.5,67,19550101-20240430,70.0,96.7,68,97.2,97.6,OV,25
USC00265846,36.5501,-114.4582,394.4,NV,OVERTON,-8,19480801-20150803,57.9,67,19390501-20240502,86.0,67.8,68,94.0,94.7,W,4
USC00236012,39.0172,-92.7558,195.4,MO,NEW FRANKLIN 1W,-6,19570801-20240417,78.7,67,19560401-20240504,69.0,95.5,68,94.7,93.5,OV,25
USC00451400,47.9967,-119.6482,254.2,WA,CHIEF JOSEPH DAM,-8,19501101-20170912,85.5,67,19491001-20201031,72.0,96.6,68,96.3,96.3,NW,7
USW00014824,45.7438,-87.0406,180.1,MI,ESCANABA,-5,19480801-20150622,73.7,67,18710525-20240504,154.0,80.4,68,83.0,77.5,UM,0
USC00145536,37.188,-95.4503,242.0,KS,MOUND VALLEY 3 WSW,-6,19571004-20240401,95.8,67,19511101-20240503,74.0,97.6,68,97.5,97.5,S,14
USC00417140,28.6575,-96.5553,6.1,TX,POINT COMFORT,-6,19571101-20240409,93.5,67,19571101-20240504,68.0,88.7,68,88.9,89.7,S,14
USC00221852,31.6419,-89.5572,88.4,MS,COLLINS,-6,19480601-20151001,91.4,67,19121201-20170131,106.0,67.9,68,93.0,88.0,S,14
USC00233079,38.8484,-91.942,234.7,MO,FULTON,-6,19480801-20240415,92.4,76,18930201-20151222,123.0,89.3,68,85.7,72.9,OV,25
USC00449151,37.3017,-76.7039,21.3,VA,WILLIAMSBURG 2 N,-5,19480801-20151001,87.5,67,19480801-20240504,77.0,95.3,68,95.1,95.7,SE,14
USC00228445,33.4311,-90.9108,38.7,MS,STONEVILLE EXP STA,-6,19480601-20150729,90.2,67,19140701-20240110,111.0,80.3,68,95.3,96.0,S,14
USW00013957,32.4473,-93.8244,69.5,LA,SHREVEPORT AP,-6,19471001-20131231,88.3,66,19390701-20240505,86.0,100.0,67,100.0,100.0,S,14
USC00085076,28.8728,-81.7844,20.7,FL,LISBON,-5,19581209-20240331,94.4,66,19581201-20240504,67.0,96.7,67,96.3,95.1,SE,14
USC00217907,44.247,-94.9865,324.9,MN,SPRINGFIELD 1 NW,-6,19480801-20141001,82.9,66,19370501-20140930,78.0,96.1,67,98.9,99.4,UM,25
USC00218679,48.8947,-95.3303,327.1,MN,WARROAD,-6,19480801-20140429,82.4,66,19010301-20140619,114.0,89.7,67,94.7,94.8,UM,26
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,-6,19560822-20220503,87.1,66,18930101-20240502,132.0,71.4,67,94.0,90.3,S,14
USC00346935,36.6691,-96.3472,254.5,OK,PAWHUSKA,-6,19500201-20240313,93.9,74,18980107-20160731,119.0,92.6,67,81.8,66.4,S,14
USC00427516,37.119,-113.6068,870.8,UT,ST. GEORGE,-7,19480701-20130106,88.7,65,18930101-20240504,132.0,94.0,66,92.7,91.8,SW,5
USC00346638,35.4252,-96.3033,285.0,OK,OKEMAH,-6,19471001-20120803,87.2,65,19120401-20120930,101.0,97.2,66,97.3,97.4,S,14
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,-7,19590401-20240401,94.5,65,19590401-20240504,66.0,98.4,66,98.6,99.4,SW,5
USC00401480,36.2455,-85.945,157.0,TN,CARTHAGE,-6,19590701-20240403,70.6,65,18900501-20240503,135.0,86.8,66,95.6,95.8,OV,14
USC00458207,46.3236,-120.0103,227.7,WA,SUNNYSIDE,-8,19480701-20230803,84.1,75,18940914-20130731,120.0,96.2,66,88.8,86.8,NW,5
USC00010369,33.2941,-85.7788,311.5,AL,ASHLAND 3 ENE,-6,19480601-20130804,84.6,65,19400301-20130731,74.0,71.9,66,80.5,78.2,SE,14
USC00449301,36.9667,-81.1,732.1,VA,WYTHEVILLE,-5,19480801-20130715,88.5,65,18930101-20240504,132.0,78.5,66,98.4,98.1,SE,25
USC00118740,40.0841,-88.2404,220.1,IL,CHAMPAIGN 3S,-6,19590101-20240408,95.3,65,19020801-20240504,123.0,99.6,66,99.3,98.9,OV,25
USC00229048,31.08,-90.0603,116.4,MS,TYLERTOWN 5ESE,-6,19480601-20120930,87.7,64,19380601-20120928,75.0,93.4,65,98.1,96.1,S,14
USC00323621,47.9217,-97.0975,253.0,ND,GRAND FORKS UNIV (NWS),-6,19601116-20240401,78.4,64,18930101-20240504,132.0,96.8,65,96.5,97.7,NRP,26
USC00104456,43.3455,-111.7847,1776.4,ID,IDAHO FALLS 16 SE,-7,19600412-20240324,82.1,64,19551110-20240504,70.0,89.7,65,94.6,95.8,NW,7
USC00235207,36.5996,-89.9897,88.4,MO,MALDEN MUNICIPAL AP,-6,19540201-20240402,76.3,70,19601201-20240430,65.0,85.9,65,80.4,83.1,OV,14
USC00466591,37.9715,-81.1507,621.8,WV,OAK HILL,-5,19480801-20120804,88.9,64,19411010-20121210,72.0,95.4,65,95.8,97.2,OV,25
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,-7,19600826-20240404,96.6,64,19600801-20240430,65.0,92.2,65,93.0,93.7,SW,7
USC00469011,37.6,-80.5333,604.1,WV,UNION,-5,19480801-20121214,92.3,64,18940201-20120331,119.0,81.6,65,91.7,93.4,OV,25
USC00335041,39.6521,-81.8561,231.6,OH,MC CONNELLSVILLE LK 7,-5,19480801-20120403,84.9,64,18930601-20120331,120.0,96.5,65,96.5,96.9,OV,25
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,-5,19510601-20150501,89.9,64,18950101-20150501,121.0,98.4,65,97.9,98.1,OV,25
USC00351433,44.3913,-122.4811,292.6,OR,CASCADIA,-8,19480801-20120731,93.2,64,19080501-20120720,105.0,79.0,65,90.9,90.7,NW,9
USC00304207,42.11,-79.1591,381.0,NY,JAMESTOWN 4 ENE,-5,19600909-20240402,70.0,64,19600901-20240504,65.0,75.0,65,90.8,92.5,NE,26
USC00334004,39.0791,-82.7065,257.6,OH,JACKSON 3 NW,-5,19600601-20240401,80.4,64,19140325-20240504,111.0,92.9,65,95.8,96.0,OV,25
USC00242827,48.8978,-115.0644,771.8,MT,EUREKA RANGER STATION,-7,19600601-20240409,94.7,64,19600601-20240424,65.0,97.5,65,96.5,94.9,NRP,7
USC00392852,45.1167,-102.0,714.1,SD,FAITH 7 NNE,-7,19480801-20121219,87.0,64,19130401-20120930,100.0,81.2,65,94.5,93.1,NRP,7
USW00023170,38.4167,-110.7,1360.0,UT,HANKSVILLE FAA AP,-7,19480701-20121102,95.7,64,19100301-20220419,113.0,93.2,65,94.8,97.2,SW,5
USC00108137,48.2943,-116.5627,648.0,ID,SANDPOINT EXP STATION,-8,19600101-20240410,89.1,64,19101001-20240504,115.0,93.6,65,90.1,89.1,NW,18
USC00334979,40.1938,-83.2675,295.7,OH,MARYSVILLE,-5,19600526-20240422,86.0,64,19170101-20240503,108.0,98.3,65,97.7,98.2,OV,25
USW00024088,44.2647,-104.9523,1284.7,WY,MOORCROFT,-7,19481101-20121223,74.0,64,19030113-20120630,110.0,63.5,65,82.9,77.0,NRP,7
USC00441614,36.8667,-79.3167,259.1,VA,CHATHAM 4 N,-5,19610105-20240408,81.0,63,19220701-20240504,103.0,95.6,64,96.5,97.7,SE,14
USC00251450,40.6944,-99.7008,719.9,NE,CANADAY STEAM PLANT,-6,19611101-20240409,91.2,63,19611101-20240504,64.0,95.1,64,95.8,95.6,NRP,25
USC00032356,36.4163,-93.7916,432.8,AR,EUREKA SPRINGS 3 WNW,-6,19490701-20120925,96.4,63,19020421-20120813,111.0,96.9,64,94.6,92.3,S,14
USC00123418,41.5575,-85.8825,266.7,IN,GOSHEN 3SW,-5,19611101-20240409,93.1,63,19140603-20240504,111.0,96.7,64,96.4,97.5,OV,25
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,-6,19471001-20100618,83.1,63,19050101-20210111,117.0,81.1,64,96.2,97.1,S,14
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,-7,19610121-20240205,95.4,63,19610113-20240502,64.0,95.1,64,94.3,93.6,SW,7
USC00222896,33.5627,-89.2358,134.1,MS,EUPORA 2 E,-6,19510405-20160130,86.5,65,19270301-20141130,88.0,92.3,64,90.2,89.1,S,14
USC00227840,30.6263,-89.0549,69.8,MS,SAUCIER EXP FOREST,-6,19540501-20171201,92.8,63,19540501-20210830,68.0,97.6,64,98.3,98.3,S,14
USC00029271,33.8215,-109.984,1575.8,AZ,WHITERIVER 1 SW,-7,19480701-20110920,90.6,63,19000201-20120104,113.0,81.4,64,84.2,83.3,SW,7
USC00308944,44.148,-74.9003,460.2,NY,WANAKENA RNGR SCHOOL,-5,19480501-20130415,87.6,65,19100601-20101130,101.0,94.7,63,91.8,88.3,NE,26
USC00125407,39.4043,-86.4526,180.4,IN,MARTINSVILLE 2 SW,-5,19620618-20240401,83.6,62,19221221-20240503,103.0,67.9,63,95.7,96.4,OV,25
USC00357823,45.0058,-122.7739,124.4,OR,SILVERTON,-8,19620828-20240402,93.6,62,19620829-20240430,63.0,97.3,63,96.6,97.0,NW,9
USC00459200,46.0436,-118.4628,192.6,WA,WHITMAN MISSION,-8,19620929-20240222,86.3,62,19621001-20240503,63.0,94.4,63,93.3,93.2,NW,7
USC00452030,46.3152,-118.0022,474.6,WA,DAYTON 1 WSW,-8,19620402-20240222,81.5,62,18930401-20240430,132.0,93.3,63,96.3,95.9,NW,9
USC00046624,34.5883,-118.0938,796.1,CA,PALMDALE,-8,19630213-20240403,95.3,61,19030101-20240430,122.0,73.8,62,95.7,95.7,W,7
USC00236777,37.905,-93.3168,276.5,MO,POMME DE TERRE DAM,-6,19631101-20240401,80.5,61,19611001-20240504,64.0,92.4,62,93.4,94.4,OV,25
USC00363018,41.1184,-75.7277,459.9,PA,FRANCIS E WALTER DAM,-5,19630801-20240401,82.2,61,19631001-20240501,62.0,88.8,62,90.1,92.4,NE,26
USW00012930,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,-6,19630101-20240122,85.2,61,18930101-20240501,132.0,93.0,62,95.6,94.1,S,14
USC00114442,39.7346,-90.1979,185.9,IL,JACKSONVILLE 2E,-6,19630407-20240401,90.7,61,18950501-20240503,130.0,98.9,62,97.3,98.3,OV,25
USC00471416,43.0596,-89.4819,318.8,WI,CHARMANY FARM,-6,19630718-20240401,91.5,61,19590801-20240504,66.0,80.7,62,83.3,75.9,UM,25
USC00147922,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,-6,19580224-20240419,87.9,66,19180901-20191204,102.0,93.3,62,84.8,80.8,S,7
USC00146498,38.6449,-95.566,324.0,KS,POMONA LAKE,-6,19630708-20240301,88.2,61,19630501-20240504,62.0,92.4,62,93.1,93.8,S,25
USC00145852,39.8114,-99.9386,715.1,KS,NORTON DAM,-6,19630403-20240404,81.8,61,19620801-20240331,63.0,92.6,62,95.7,95.6,S,25
USC00416210,31.9611,-96.688,138.4,TX,NAVARRO MILLS DAM,-6,19620810-20240213,90.3,62,19630101-20240504,62.0,94.0,62,93.2,90.0,S,14
USC00348708,36.0405,-98.9624,522.7,OK,TALOGA,-6,19570401-20170518,64.4,60,19000101-20170517,118.0,60.3,61,87.3,71.9,S,14
USC00489770,44.0113,-107.9684,1236.9,WY,WORLAND,-7,19640316-20240404,65.7,60,19070115-20240502,118.0,93.1,61,98.2,98.0,NRP,5
USC00046826,38.2577,-122.6077,6.1,CA,PETALUMA AIRPORT,-8,19640603-20240331,82.5,60,18930201-20240502,132.0,81.0,61,93.3,93.9,W,9
USC00290041,36.2402,-106.4277,1944.6,NM,ABIQUIU DAM,-7,19631002-20230912,72.9,60,19570601-20240430,68.0,89.4,61,91.7,93.3,SW,7
USC00421008,37.641,-112.1702,2404.9,UT,BRYCE CANYON NP HQRS,-7,19590601-20190903,93.0,60,19590601-20240430,66.0,94.7,61,94.3,96.4,SW,7
USC00418646,31.0372,-97.5283,215.2,TX,STILLHOUSE HOLLOW DAM,-6,19640522-20240304,87.6,60,19630701-20240331,62.0,83.4,61,85.8,80.9,S,14
USC00148946,38.9667,-98.489,460.9,KS,WILSON LAKE,-6,19640923-20240401,90.7,60,19640801-20240504,61.0,96.7,61,96.5,96.9,S,25
USC00416776,35.5544,-100.9736,960.1,TX,PAMPA # 2,-6,19531001-20240305,92.5,71,19640401-20240504,61.0,99.0,61,89.4,91.7,S,7
USC00130200,42.021,-93.7743,338.3,IA,AMES 8 WSW,-6,19640906-20240401,94.3,60,19641101-20240502,61.0,99.4,61,99.1,98.8,UM,25
USC00446475,37.5844,-75.8217,9.1,VA,PAINTER 2 W,-5,19590201-20190501,73.1,60,19551201-20240331,70.0,99.3,61,99.2,98.5,SE,14
USC00131060,40.7747,-91.1165,210.3,IA,BURLINGTON 2S,-6,19641216-20240406,82.7,60,19641216-20240427,61.0,94.1,61,96.7,96.2,UM,25
USC00333758,39.2334,-83.6091,290.5,OH,HILLSBORO,-5,19640521-20240403,85.7,60,18930101-20240503,132.0,97.2,61,97.6,97.4,OV,25
USC00488852,44.0648,-107.382,1447.2,WY,TENSLEEP 4NE,-7,19640523-20240402,93.1,60,19640601-20240430,61.0,94.5,61,93.1,95.2,NRP,7
USC00026119,32.6025,-110.7344,1374.6,AZ,ORACLE 2 SE,-7,19500224-20100407,84.4,60,19500225-20110511,62.0,92.9,61,95.1,95.0,SW,7
USC00304025,42.2475,-73.7922,9.1,NY,HUDSON CORRECTIONAL FACILITY,-5,19570301-20170103,44.9,60,19570303-20170131,61.0,91.1,61,94.0,93.6,NE,25
USC00453515,47.4829,-118.2519,658.1,WA,HARRINGTON,-8,19611128-20230929,90.9,62,19611201-20201031,60.0,97.5,60,90.9,82.4,NW,7
USC00089219,27.6527,-80.403,6.1,FL,VERO BEACH 4SE,-5,19650501-20240301,87.8,59,19650501-20240504,60.0,95.1,60,95.9,95.4,SE,14
USC00249900,47.9185,-108.5244,1229.9,MT,ZORTMAN,-7,19650901-20240402,82.3,59,19650901-20240504,60.0,80.1,60,82.6,90.3,NRP,7
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,-7,19650502-20240310,81.6,59,19050801-20240504,120.0,60.0,60,91.8,93.4,SW,7
USC00032978,35.5206,-91.9997,160.6,AR,GREERS FERRY DAM,-6,19650201-20240304,95.6,59,19601001-20240503,65.0,95.0,60,97.1,97.3,S,14
USC00032148,33.8885,-91.5316,49.7,AR,DUMAS,-6,19610201-20240313,81.9,63,19120501-20191031,108.0,92.8,59,88.8,83.7,S,14
USC00035112,33.9293,-93.8507,121.9,AR,NASHVILLE,-6,19660301-20240301,89.9,58,18990601-20240504,126.0,67.5,59,98.6,98.6,S,14
USC00031152,33.59,-92.8236,35.4,AR,CAMDEN 1,-6,19660427-20240226,80.0,58,18860115-20240504,139.0,92.6,59,95.9,95.6,S,14
USC00220955,34.6345,-88.5622,149.4,MS,BOONEVILLE,-6,19610223-20190324,86.4,58,18920703-20210317,130.0,90.4,59,96.4,95.7,S,14
USC00043573,39.2041,-121.068,731.5,CA,GRASS VALLEY NO. 2,-8,19660913-20240403,87.0,58,19661001-20240503,59.0,97.6,59,96.6,98.3,W,8
USC00082008,29.6333,-83.1053,12.8,FL,CROSS CITY 1 E,-5,19660627-20240410,87.6,58,19480701-20240424,77.0,87.1,59,83.7,84.4,SE,14
USC00354622,45.3167,-118.0747,839.7,OR,LA GRANDE,-8,19660828-20240315,81.7,58,19650901-20240502,60.0,93.1,59,91.0,93.3,NW,7
USC00486555,41.2659,-110.3375,2072.6,WY,MOUNTAIN VIEW,-7,19660330-20240402,91.0,58,19660401-20240501,59.0,92.4,59,93.1,89.3,NRP,7
USC00032444,36.101,-94.1737,387.1,AR,FAYETTEVILLE EXP STA,-6,19660413-20240404,87.3,58,18900520-20240430,135.0,89.5,59,81.6,76.6,S,14
USC00419417,31.6003,-97.2169,150.9,TX,WACO DAM,-6,19650224-20230927,82.9,58,19650301-20240331,60.0,88.1,59,88.4,90.4,S,14
USC00410518,32.263,-96.6369,140.5,TX,BARDWELL DAM,-6,19650402-20231016,88.5,58,19650401-20240331,60.0,87.5,59,87.3,81.5,S,14
USC00332098,41.2783,-84.3847,213.4,OH,DEFIANCE,-5,19671205-20240418,89.4,57,18930310-20240430,132.0,83.0,58,98.6,98.5,OV,25
USC00145039,38.3781,-97.0752,418.5,KS,MARION RESERVOIR,-6,19660511-20230103,91.2,57,19660101-20240502,59.0,97.5,58,96.7,97.0,S,25
USC00102845,46.5023,-116.3216,303.3,ID,DWORSHAK FISH HATCHERY,-8,19661101-20231219,92.2,57,19661201-20240331,59.0,96.8,58,96.3,94.7,NW,8
USC00467730,39.3833,-78.7333,195.1,WV,ROMNEY 3 NNE,-5,19670201-20240401,74.6,57,18700813-20240504,155.0,73.5,58,94.2,91.1,OV,25
USC00040212,38.573,-122.4405,522.7,CA,ANGWIN PACIFIC UNION COLLEGE,-8,19671103-20240411,87.7,57,19400101-20240430,85.0,82.1,58,95.8,95.3,W,9
USC00425892,40.7485,-111.7232,1652.0,UT,MOUNTAIN DELL DAM,-7,19671003-20240401,90.4,57,19200105-20240504,105.0,73.5,58,89.3,89.9,SW,18
USC00145306,39.0745,-96.8982,369.7,KS,MILFORD LAKE,-6,19670711-20240301,86.0,57,19651001-20240504,60.0,94.8,58,94.6,95.4,S,25
USC00112353,37.4388,-88.6678,160.6,IL,DIXON SPRINGS AGRIC CNTR,-6,19670921-20240308,91.1,57,19670922-20240331,58.0,93.9,58,93.1,92.6,OV,14
USC00166244,32.6052,-93.2947,56.4,LA,MINDEN,-6,19640305-20211026,86.1,57,18930416-20211116,129.0,95.1,58,98.2,98.0,S,14
USC00013645,34.1388,-87.9947,149.4,AL,HAMILTON,-6,19671103-20240402,80.9,57,19620101-20240504,63.0,96.5,58,98.0,96.8,SE,14
USC00455946,48.8994,-117.829,456.3,WA,NORTHPORT,-8,19610401-20180601,90.0,57,18990401-20240504,126.0,83.8,58,94.5,96.6,NW,26
USC00358884,45.8652,-123.1902,190.5,OR,VERNONIA NO. 2,-8,19640427-20240402,91.8,60,19670722-20240331,58.0,96.9,58,91.5,92.4,NW,9
USC00236460,36.6916,-93.1118,267.0,MO,OZARK BEACH 2 NNE,-6,19681101-20240402,89.0,56,19240701-20240504,101.0,72.1,57,94.9,94.3,OV,14
USC00050263,38.9931,-105.8915,2724.6,CO,ANTERO RESERVOIR,-7,19680513-20240401,90.0,56,19610601-20240501,64.0,97.4,57,97.6,99.0,SW,7
USC00418942,33.4368,-94.0773,118.9,TX,TEXARKANA,-6,19680917-20240308,86.5,56,19681001-20240503,57.0,98.5,57,98.7,98.7,S,14
USC00417936,31.0619,-94.1011,57.6,TX,SAM RAYBURN DAM,-6,19680101-20240305,83.8,56,19680101-20240504,57.0,92.6,57,96.0,92.4,S,14
USC00042239,32.9897,-116.5872,1414.3,CA,CUYAMACA,-8,19670822-20231001,80.6,56,18990101-20240331,126.0,93.3,57,95.4,94.6,W,9
USC00447338,36.9769,-79.8961,400.8,VA,ROCKY MOUNT,-5,19691009-20240401,75.9,55,18940419-20240503,131.0,87.6,56,90.1,90.9,SE,14
USC00353047,44.4139,-122.6728,167.6,OR,FOSTER DAM,-8,19691104-20240401,92.3,55,19691101-20240502,56.0,98.1,56,97.2,98.1,NW,9
