StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years,PCT_Good_Overlap_1h,PCT_Good_Overlap_24h,Clim_Reg,KG
USC00479304,45.7992,-90.9947,413.0,WI,WINTER,-6,19660504-20210428,74.8,55,19150101-20210405,107.0,94.0,56,96.6,97.7,UM,26
USC00303184,42.8766,-77.0307,218.8,NY,GENEVA RESEARCH FARM,-5,19680501-20240412,89.9,56,19690101-20240504,56.0,99.1,56,98.0,98.4,NE,25
USC00111290,38.6249,-89.363,152.7,IL,CARLYLE RESERVOIR,-6,19700701-20240405,78.6,54,19620801-20240504,63.0,88.8,55,93.6,92.4,OV,25
USC00292241,35.9951,-106.9704,2105.6,NM,CUBA,-7,19700701-20240319,74.2,54,19380901-20240331,87.0,80.8,55,81.3,79.5,SW,7
USC00018209,32.9205,-86.6708,207.3,AL,THORSBY EXP STATION,-6,19700301-20240425,89.7,54,19571001-20240502,68.0,90.6,55,89.3,88.4,SE,14
USC00473756,43.4388,-88.6313,268.5,WI,HORICON WWTP,-6,19701103-20240401,89.7,54,19701101-20240504,55.0,97.7,55,97.9,98.5,UM,25
USC00127298,40.9239,-87.1754,200.6,IN,RENSSELAER WWTP,-6,19700605-20240405,77.3,54,19700701-20240504,55.0,96.6,55,97.8,97.9,OV,25
USC00161411,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,-6,19680410-20240306,75.1,56,18921201-20221214,131.0,91.9,55,96.4,93.7,S,14
USC00238082,37.6968,-93.7725,281.0,MO,STOCKTON DAM,-6,19700501-20240402,77.1,54,19700701-20240503,55.0,93.4,55,94.1,93.9,OV,25
USC00146333,39.1174,-95.4101,291.7,KS,PERRY LAKE,-6,19700209-20240131,83.4,54,19670601-20240504,58.0,94.2,55,95.2,94.0,S,25
USC00396304,43.4041,-103.2677,908.3,SD,ORAL,-7,19710513-20240401,88.4,53,19710501-20240502,54.0,95.4,54,95.9,97.3,NRP,7
USC00130536,40.857,-94.0494,349.9,IA,BEACONSFIELD 3N,-6,19690709-20220301,89.4,53,19510509-20240503,74.0,93.2,54,97.6,96.9,UM,25
USC00446712,38.2252,-78.1189,158.5,VA,PIEDMONT RESEARCH STATION,-5,19710501-20240311,83.8,53,19461101-20240501,79.0,98.8,54,99.0,98.6,SE,14
USC00474894,45.5733,-92.4852,371.9,WI,LUCK,-6,19710513-20240403,85.1,53,19710501-20240504,54.0,97.8,54,97.2,97.2,UM,26
USC00127999,39.5282,-85.7914,229.2,IN,SHELBYVILLE SEWAGE PLANT,-5,19710101-20240401,83.7,53,18930101-20240503,132.0,90.5,54,92.9,95.5,OV,25
USC00401663,36.3211,-87.2218,119.5,TN,CHEATHAM LOCK & DAM,-6,19710306-20240404,76.4,53,19710501-20240504,54.0,90.3,54,89.7,90.6,OV,14
USC00013519,31.7901,-86.6087,104.2,AL,GREENVILLE,-6,19710901-20240402,89.1,53,19000915-20240331,125.0,73.7,54,90.2,89.5,SE,14
USC00124730,41.6474,-85.4121,274.3,IN,LAGRANGE,-5,19620602-20151202,81.1,53,19620101-20150615,54.0,88.8,54,95.0,94.7,OV,25
USC00311881,35.0251,-78.276,48.2,NC,CLINTON 2 NE,-5,19710201-20240415,81.0,53,19710101-20240504,54.0,97.3,54,97.1,96.1,SE,14
USC00338794,39.5353,-83.4239,291.7,OH,WASHINGTON COURT HOUSE,-5,19710101-20240401,59.4,53,19160101-20240503,109.0,83.2,54,98.3,98.7,OV,25
USC00105708,44.8871,-116.1046,1531.6,ID,MCCALL,-7,19710101-20240401,81.0,53,19050527-20240503,120.0,88.4,54,95.4,95.2,NW,18
USC00229860,32.9027,-90.3816,32.6,MS,YAZOO CITY 5 NNE,-6,19600101-20130614,91.1,53,19600101-20180531,59.0,96.1,54,95.8,96.0,S,14
USC00234544,40.2057,-92.5748,295.7,MO,KIRKSVILLE,-6,19710701-20240401,69.2,53,18930201-20240504,132.0,90.7,54,87.2,85.3,OV,25
USC00219170,43.6449,-95.5802,478.5,MN,WORTHINGTON 2 NNE,-6,19710728-20240401,92.6,53,19711101-20240504,54.0,97.6,54,97.5,97.9,UM,25
USC00361139,40.8415,-79.9163,304.8,PA,BUTLER 2 SW,-5,19670627-20200820,71.6,53,19671001-20200808,54.0,96.7,54,96.6,95.8,NE,25
USC00317319,36.4789,-77.6714,64.0,NC,ROANOKE RAPIDS,-5,19710901-20240416,74.8,53,19720101-20240504,53.0,95.8,53,94.8,96.5,SE,14
USC00120830,40.8143,-85.1546,262.4,IN,BLUFFTON 6N,-5,19710701-20240202,89.3,53,19710601-20230603,53.0,91.8,53,88.8,79.3,OV,25
USC00252020,40.6092,-96.872,445.0,NE,CRETE 4ESE,-6,19720701-20240303,86.0,52,18930701-20240504,132.0,95.6,53,95.0,94.1,NRP,25
USC00313017,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),-5,19720701-20240417,89.0,52,18711101-20240503,154.0,79.6,53,95.5,95.4,SE,14
USC00268822,39.0747,-119.1189,1310.6,NV,WABUSKA 6 SE,-8,19720601-20240402,92.8,52,19720601-20240430,53.0,88.7,53,86.7,87.9,W,5
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,-7,19720322-20240404,94.4,52,19720401-20240331,53.0,96.6,53,95.4,96.8,SW,7
USC00417300,31.9633,-98.4941,372.2,TX,PROCTOR RESERVOIR,-6,19730701-20240318,72.9,51,19630601-20240503,62.0,83.7,52,86.8,83.8,S,14
USC00104845,43.6841,-114.3602,1795.3,ID,KETCHUM RANGER STATION,-7,19730301-20240401,77.3,51,19730501-20240504,52.0,92.9,52,93.5,94.2,NW,18
USC00012675,31.297,-85.89,102.7,AL,ENTERPRISE 4 W,-6,19710401-20240402,81.3,53,19660601-20221212,57.0,84.3,52,87.0,79.1,SE,14
USC00164739,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,-6,19720406-20231201,82.5,51,19720401-20240504,53.0,92.2,52,92.2,89.9,S,14
USC00058429,37.1787,-104.487,1837.9,CO,TRINIDAD,-7,19730501-20240401,92.4,51,18980701-20240502,127.0,89.2,52,97.3,97.5,SW,7
USC00145210,38.5039,-95.7037,333.5,KS,MELVERN LAKE,-6,19730401-20240301,89.4,51,19730501-20240504,52.0,90.3,52,89.6,91.6,S,25
USC00276234,44.682,-71.5858,289.6,NH,NORTH STRATFORD,-5,19680918-20190828,75.6,51,19021101-20210802,120.0,36.4,52,92.5,93.6,NE,26
USC00086842,30.2491,-85.6605,1.5,FL,PANAMA CITY 5N,-6,19711201-20240102,87.8,53,19720101-20231113,52.0,95.3,52,94.8,96.4,SE,14
USC00290417,31.938,-108.7688,1371.9,NM,ANIMAS 3ESE,-7,19700101-20200728,91.2,50,19230501-20200612,98.0,86.2,51,89.4,87.4,SW,4
USC00267612,38.8822,-119.3511,1524.0,NV,SMITH 6 N,-8,19730703-20240404,91.4,51,19730701-20230131,51.0,92.5,51,86.8,78.9,W,5
USC00394766,44.0643,-99.4606,444.4,SD,LAKE SHARPE PROJECT,-6,19740501-20240401,88.8,50,19720201-20240502,53.0,80.3,51,86.0,88.5,NRP,7
USC00046154,34.9455,-119.6827,658.4,CA,NEW CUYAMA FIRE STATION,-8,19731211-20240412,81.5,51,19740101-20240501,51.0,87.0,51,85.9,89.5,W,7
USC00353604,44.8773,-117.1095,808.6,OR,HALFWAY,-8,19741022-20240401,82.5,50,19360501-20240504,89.0,96.9,51,99.2,99.1,NW,7
USC00114629,37.9835,-89.9469,118.9,IL,KASKASKIA RIVER NAVIGATION LOCK,-6,19740401-20240406,84.9,50,19740401-20240504,51.0,89.2,51,91.2,89.1,OV,25
USC00414982,33.7542,-99.1442,355.7,TX,LAKE KEMP,-6,19740819-20240409,86.2,50,19620401-20240503,63.0,84.1,51,96.7,96.6,S,14
USW00024139,46.6383,-113.1761,1219.2,MT,DRUMMOND AVIATION,-7,19630531-20121031,79.4,49,19270501-20120930,86.0,73.6,50,98.5,99.1,NRP,7
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,-7,19750101-20240412,87.1,49,19750301-20240502,50.0,96.4,50,95.3,95.9,SW,7
USC00167738,32.4219,-93.638,47.2,LA,RED RIVER RESEARCH STATION,-6,19751101-20240301,86.2,49,19751101-20240503,50.0,98.7,50,98.3,98.1,S,14
USC00470308,43.3042,-89.3453,320.6,WI,ARLINGTON,-6,19750605-20240402,77.0,49,19620601-20240503,63.0,97.9,50,98.6,99.4,UM,25
USC00391294,45.5488,-103.9744,951.0,SD,CAMP CROOK,-7,19750619-20240408,77.2,49,18930101-20240504,132.0,91.9,50,93.0,94.5,NRP,7
USC00012172,30.2505,-88.0775,2.4,AL,DAUPHIN ISLAND #2,-6,19750801-20240406,91.9,49,19750801-20240331,50.0,93.9,50,94.4,92.2,SE,0
USC00468777,39.4467,-79.5469,801.6,WV,TERRA ALTA NO 1,-5,19700901-20190925,87.3,49,19480801-20200107,73.0,73.5,50,89.3,86.8,OV,26
USC00291982,35.6413,-106.3322,1694.7,NM,COCHITI DAM,-7,19670501-20240402,86.3,57,19750201-20240503,50.0,91.9,50,80.8,83.1,SW,7
USC00022754,32.748,-109.1213,1115.6,AZ,DUNCAN,-7,19750828-20240405,80.4,49,19010521-20240331,124.0,64.3,50,95.1,97.4,SW,5
USC00368469,41.4039,-78.0183,284.1,PA,STEVENSON DAM,-5,19690701-20180901,76.8,49,19690901-20240504,56.0,97.2,50,96.2,95.6,NE,26
USW00003951,32.3466,-94.6533,124.1,TX,LONGVIEW 11 SE,-6,19750812-20240312,87.3,49,19750901-20240501,50.0,95.4,50,95.0,95.3,S,14
USC00321362,47.5088,-99.1211,475.5,ND,CARRINGTON 4 N,-6,19760308-20240408,86.9,48,19670419-20240503,58.0,89.9,49,91.1,92.2,NRP,26
USC00046730,35.6277,-120.6855,222.5,CA,PASO ROBLES,-8,19760913-20240401,94.2,48,18940101-20240503,131.0,93.3,49,95.6,98.8,W,8
USC00120177,40.1167,-85.6813,256.9,IN,ANDERSON 1 N,-5,19740716-20221011,87.6,48,18950507-20240331,130.0,94.8,49,90.5,85.4,OV,25
USW00003952,34.8353,-92.2596,171.6,AR,NORTH LITTLE ROCK WFO,-6,19760101-20240301,97.9,48,19761101-20240503,49.0,100.0,49,98.2,98.9,S,14
USC00425194,41.6661,-111.8913,1367.9,UT,LOGAN 5 SW EXP FARM,-7,19761027-20240309,90.6,48,19690501-20240430,56.0,96.9,49,97.7,98.4,SW,7
USC00328792,48.3706,-100.3907,451.1,ND,TOWNER 2 NE,-6,19771005-20240402,93.7,47,18960201-20240430,129.0,86.9,48,90.6,88.6,NRP,26
USC00141612,38.9407,-95.3396,298.7,KS,CLINTON LAKE,-6,19770413-20240202,89.1,47,19770801-20240504,48.0,92.9,48,93.3,93.7,S,25
USC00321435,48.8624,-97.7015,274.0,ND,CAVALIER 7NW,-6,19770623-20240302,84.3,47,19270801-20240504,98.0,88.0,48,97.9,97.2,NRP,26
USC00018178,31.9172,-87.7347,118.9,AL,THOMASVILLE,-6,19671102-20140313,93.5,47,18910901-20140219,124.0,92.5,48,97.6,96.8,SE,14
USC00120200,41.6639,-85.0183,310.9,IN,ANGOLA,-5,19770512-20240409,89.3,47,18930101-20240504,132.0,82.7,48,99.1,99.1,OV,25
USC00404561,35.6213,-88.8456,112.5,TN,JACKSON EXP STA,-6,19771207-20240401,91.1,47,18910801-20240503,134.0,94.2,48,99.0,99.4,OV,14
USC00292250,35.0883,-107.5177,1888.2,NM,CUBERO,-7,19770101-20240402,96.0,47,19770101-20240503,48.0,98.4,48,98.5,98.6,SW,5
USC00451160,45.8677,-121.9733,345.6,WA,CARSON FISH HATCHERY,-8,19770823-20240403,84.7,47,19770901-20240430,48.0,94.9,48,94.3,94.2,NW,9
USC00124837,41.6116,-86.7297,246.6,IN,LAPORTE,-6,19780401-20240407,81.7,46,18970401-20240504,128.0,61.8,47,98.6,99.1,OV,25
USC00041497,40.1705,-121.0886,1389.9,CA,CANYON DAM,-8,19751017-20240402,88.2,49,19140101-20211128,108.0,94.5,47,84.7,80.9,W,18
USC00429717,37.2091,-112.9814,1230.8,UT,ZION NATIONAL PARK,-7,19781001-20240418,86.7,46,19040101-20240331,121.0,94.5,47,93.6,96.7,SW,7
USC00411429,29.8607,-98.1959,304.8,TX,CANYON DAM,-6,19780801-20240410,86.7,46,19610601-20240503,64.0,93.7,47,92.6,94.3,S,14
USC00205567,43.461,-86.4177,198.1,MI,MONTAGUE 4 NW,-5,19780614-20240404,88.1,46,18930201-20240331,132.0,59.2,47,94.7,96.0,UM,26
USC00391972,43.9611,-101.8605,723.3,SD,COTTONWOOD 2 E,-7,19780601-20240402,82.8,46,19090601-20240501,116.0,96.8,47,99.0,99.1,NRP,7
USC00227132,31.985,-90.9719,36.6,MS,PORT GIBSON 1 NE,-6,19691001-20150728,87.7,46,18931201-20240430,132.0,93.1,47,96.3,96.9,S,14
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,-7,19780401-20240408,91.7,46,19780501-20240426,47.0,97.9,47,97.1,98.5,SW,5
USC00247894,46.5137,-114.091,1028.7,MT,STEVENSVILLE,-7,19780914-20240404,84.6,46,19110823-20240501,114.0,96.5,47,93.2,93.3,NRP,7
USC00241995,45.0108,-109.982,2280.8,MT,COOKE CITY 2 W,-7,19671025-20140627,68.9,47,19671101-20130630,47.0,90.7,47,90.7,88.1,NRP,27
USC00134101,41.6093,-91.5051,195.1,IA,IOWA CITY,-6,19790901-20240403,89.1,45,18930101-20240504,132.0,97.5,46,97.1,98.1,UM,25
USC00394184,43.7483,-101.9413,743.7,SD,INTERIOR 3 NE,-7,19790901-20240401,81.7,45,19491119-20240430,76.0,86.8,46,94.7,93.6,NRP,7
USC00463544,38.934,-80.8318,224.9,WV,GLENVILLE,-5,19790901-20240318,73.6,45,18880101-20240502,137.0,92.5,46,93.6,94.8,OV,25
USC00234919,37.5545,-91.8835,359.7,MO,LICKING 4N,-6,19790515-20240410,82.1,45,19360901-20240409,89.0,97.9,46,97.9,98.5,OV,25
USC00441322,37.0375,-77.9462,100.6,VA,FORT PICKETT,-5,19740701-20190904,68.9,45,19721201-20240430,53.0,96.1,46,93.7,94.7,SE,14
USW00094850,46.5313,-87.5491,431.3,MI,MARQUETTE WFO,-5,19790201-20240415,84.6,45,19591001-20240503,66.0,97.1,46,100.0,99.9,UM,26
USC00246472,46.3158,-113.3,1606.3,MT,PHILLIPSBURG RANGER STATION,-7,19780913-20231213,87.6,45,19551013-20240430,70.0,92.7,46,89.1,87.4,NRP,7
USC00029158,34.9281,-112.8097,1551.4,AZ,WALNUT CREEK,-7,19790720-20240301,84.5,45,19151201-20240331,110.0,65.7,46,96.1,96.7,SW,7
USC00488858,43.8089,-107.3617,1420.4,WY,TENSLEEP 16SSE,-7,19790901-20240405,86.6,45,19551126-20240407,70.0,92.7,46,99.6,99.2,NRP,7
USC00038052,35.2547,-90.7965,79.2,AR,WYNNE,-6,19790613-20240401,89.1,45,19080706-20240430,117.0,93.5,46,96.1,96.9,S,14
USC00314970,35.8457,-80.2599,231.6,NC,LEXINGTON,-5,19791201-20240411,83.5,45,19020901-20240331,123.0,74.6,46,95.2,96.8,SE,14
USC00025635,34.6106,-111.8382,969.3,AZ,MONTEZUMA CASTLE NATIONAL MONUMENT,-7,19790719-20240223,87.1,45,19381012-20240331,87.0,95.2,46,87.5,91.2,SW,7
USC00030832,35.0971,-93.9147,171.9,AR,BOONEVILLE 3 SSE,-6,19780406-20230927,88.3,45,19780401-20240504,47.0,95.0,46,94.0,94.9,S,14
USC00420336,38.6163,-109.6191,1247.5,UT,ARCHES NP HQS,-7,19800601-20240401,90.4,44,19800601-20240503,45.0,95.2,45,93.9,93.4,SW,5
USC00050372,39.1852,-106.838,2491.7,CO,ASPEN 1SW,-7,19800625-20240401,92.8,44,19800701-20240331,45.0,95.8,45,95.0,97.5,SW,26
USC00118020,37.1644,-88.4311,108.8,IL,SMITHLAND LOCK & DAM,-6,19801001-20240304,86.9,44,19801201-20240504,45.0,92.8,45,92.3,92.9,OV,14
USC00443310,37.9458,-79.9542,539.5,VA,GATHRIGHT DAM,-5,19800501-20240401,89.9,44,19800601-20240504,45.0,99.0,45,98.7,98.0,SE,25
USC00458059,48.3509,-120.7264,383.1,WA,STEHEKIN 4 NW,-8,19760804-20200117,66.8,44,19060120-20240504,119.0,89.7,45,97.1,96.5,NW,18
USC00427064,40.2458,-111.6508,1392.9,UT,PROVO BYU,-7,19800901-20240402,95.4,44,19160401-20240504,109.0,52.2,45,99.6,99.6,SW,7
USC00421308,37.7158,-109.0827,2060.4,UT,CEDAR POINT,-7,19740709-20180301,85.4,44,19570101-20180228,62.0,95.0,45,95.3,95.8,SW,7
USC00174086,45.626,-70.246,370.0,ME,JACKMAN,-5,19750923-20190619,84.4,44,18940101-20240502,131.0,53.6,45,96.8,98.4,NE,26
USC00238466,38.2597,-93.4136,229.8,MO,TRUMAN DAM & RESERVOIR,-6,19801201-20240402,75.9,44,19801201-20240504,45.0,88.7,45,87.3,84.6,OV,25
USC00123082,40.2986,-86.5066,251.2,IN,FRANKFORT DISPOSAL,-5,19800601-20240402,83.7,44,19140101-20240504,111.0,96.4,45,97.1,96.9,OV,25
USC00236357,39.9807,-95.1465,322.5,MO,OREGON,-6,19790701-20221020,50.8,43,18930101-20240315,132.0,85.9,44,83.4,81.5,OV,25
USC00226718,30.3961,-88.478,3.7,MS,PASCAGOULA 3 NE,-6,19730412-20160502,71.3,43,19090201-20171128,109.0,66.0,44,90.7,91.5,S,14
USC00467018,40.1478,-80.7014,195.1,WV,PIKE ISLAND(LOCK AND DAM),-5,19811001-20240404,58.3,43,19811001-20240504,44.0,97.2,44,95.8,94.1,OV,25
USC00413686,30.7188,-97.3211,169.2,TX,GRANGER DAM,-6,19800601-20240404,82.7,44,19800701-20230904,44.0,88.0,44,87.9,84.4,S,14
USC00161899,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,-6,19740701-20170321,88.4,43,19740801-20200131,47.0,93.2,44,94.0,95.7,S,14
USC00419916,33.3038,-94.1584,86.0,TX,WRIGHT PATMAN DM & LK,-6,19811101-20240227,68.9,43,19740801-20240501,51.0,68.3,44,88.4,82.7,S,14
USC00420168,38.2486,-111.9608,1953.8,UT,ANGLE,-7,19810701-20240401,93.4,43,19810701-20240408,44.0,90.0,44,88.8,86.8,SW,7
USC00407884,36.4161,-82.9838,413.0,TN,ROGERSVILLE 1 NE,-5,19820701-20240407,90.7,42,18890101-20240331,136.0,90.8,43,89.7,92.3,OV,14
USC00402934,36.1422,-82.4261,524.3,TN,ERWIN 1 W,-5,19820901-20240401,89.7,42,19790601-20240430,46.0,94.6,43,94.2,96.7,OV,14
USC00322365,47.3466,-102.5869,666.6,ND,DUNN CENTER 1E,-7,19820401-20240203,75.5,42,19180101-20240504,107.0,87.5,43,86.1,90.1,NRP,7
USW00013766,35.9172,-75.7024,4.0,NC,MANTEO,-5,19820401-20240417,65.4,42,19450301-20240425,80.0,64.7,43,88.5,89.0,SE,14
USC00292100,35.2488,-106.595,1531.9,NM,CORRALES,-7,19821106-20240405,78.6,42,19821006-20240430,43.0,86.1,43,86.8,87.0,SW,5
USC00236402,38.0492,-93.7039,226.8,MO,OSCEOLA,-6,19820801-20240405,72.8,42,19551101-20240331,70.0,95.9,43,94.8,93.8,OV,25
USC00059096,40.0372,-106.2052,2328.4,CO,WILLIAMS FORK DAM,-7,19820601-20240401,87.4,42,19820601-20240504,43.0,98.6,43,98.7,98.5,SW,26
USC00046521,39.5177,-121.553,52.1,CA,OROVILLE,-8,19821101-20240403,86.3,42,19530422-20240430,72.0,81.5,43,85.9,83.7,W,8
USC00406162,35.2243,-85.8414,563.9,TN,MONTEAGLE,-6,19820601-20240416,89.9,42,19381111-20240503,87.0,95.5,43,92.8,97.0,OV,14
USC00405210,35.6502,-88.3904,157.6,TN,LEXINGTON,-6,19820601-20240401,75.4,42,19620901-20240503,63.0,85.3,43,86.8,91.2,OV,14
USC00408108,35.1525,-88.3216,138.1,TN,SAVANNAH 6 SW,-6,19820306-20240402,91.0,42,18830301-20240501,142.0,85.7,43,97.6,97.7,OV,14
USC00128784,40.2233,-86.1086,271.3,IN,TIPTON 5 SW,-5,19830501-20240401,93.8,41,19710801-20240504,54.0,80.4,42,86.2,90.6,OV,25
USC00330862,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,-5,19830601-20240401,82.0,41,18930601-20240504,132.0,97.8,42,97.5,97.5,OV,25
USC00143665,39.3618,-99.8279,649.8,KS,HILL CITY 1E,-6,19831001-20240411,86.6,41,19710301-20240504,54.0,71.1,42,93.7,94.3,S,7
USC00025924,31.4554,-110.968,1054.9,AZ,NOGALES 6 N,-7,19830902-20240402,81.6,41,19521001-20240502,73.0,95.1,42,94.7,95.9,SW,7
USC00413507,30.6763,-97.7208,266.4,TX,GEORGETOWN LAKE,-6,19810801-20220502,80.1,41,19810701-20240504,44.0,91.7,42,92.5,93.6,S,14
USC00035908,33.8204,-93.3879,93.9,AR,PRESCOTT 2 NNW,-6,19820801-20231003,76.1,41,18900501-20240331,135.0,95.7,42,96.1,96.0,S,14
USC00112193,39.8288,-88.9505,194.8,IL,DECATUR WTP,-6,19831101-20240415,93.2,41,18930101-20240504,132.0,96.9,42,92.9,94.3,OV,25
USC00418630,31.841,-100.9787,701.0,TX,STERLING CITY,-6,19770209-20180109,84.0,41,19260401-20240430,99.0,50.5,42,93.5,91.6,S,7
USC00381277,34.0905,-82.5883,161.5,SC,CALHOUN FALLS,-5,19831201-20240404,95.7,41,18990301-20240331,126.0,82.0,42,96.0,97.7,SE,14
USC00405089,35.2436,-87.3508,265.2,TN,LAWRENCEBURG FILT PLANT,-6,19830501-20240403,79.9,41,19541001-20240430,71.0,94.8,42,92.3,93.2,OV,14
USC00157215,36.7462,-86.2259,226.5,KY,SCOTTSVILLE,-6,19841001-20240415,56.5,40,19460110-20240504,79.0,98.4,41,99.2,99.6,OV,14
USC00166582,31.7722,-93.0955,39.6,LA,NATCHITOCHES,-6,19680701-20080530,89.1,40,18930301-20100831,118.0,72.7,41,98.0,98.6,S,14
USC00421260,37.6565,-112.9918,1970.5,UT,CEDAR CITY 5E,-7,19840401-20240401,94.5,40,19830301-20240430,42.0,85.7,41,87.8,93.1,SW,7
USC00011099,34.9809,-85.8101,203.3,AL,BRIDGEPORT 5 NW,-6,19821101-20240301,88.1,42,18960831-20221031,127.0,42.0,41,83.4,78.9,SE,14
USC00294862,35.5677,-105.213,1935.2,NM,LAS VEGAS WASTE WATER PLANT,-7,19830616-20230724,78.6,40,19830601-20240503,42.0,74.4,41,81.8,70.1,SW,7
USC00164700,30.2002,-92.6641,7.6,LA,JENNINGS,-6,19700301-20100501,76.6,40,18970901-20240504,128.0,98.0,41,99.1,99.7,S,14
USC00395620,43.3061,-100.6558,788.5,SD,MISSION,-6,19730201-20180304,79.7,45,19660602-20130313,48.0,96.2,41,95.0,94.9,NRP,21
USC00448800,36.9839,-77.0078,34.4,VA,WAKEFIELD 1 NW,-5,19850601-20240307,78.4,39,19821201-20240503,43.0,93.9,40,92.3,97.3,SE,14
USC00469458,39.2906,-80.7687,245.7,WV,WEST UNION 2,-5,19850101-20240312,83.3,39,19710501-20240331,54.0,91.0,40,90.7,89.2,OV,25
USC00411246,32.5066,-97.3444,232.3,TX,BURLESON,-6,19821201-20240328,96.0,42,19850401-20240229,40.0,91.6,40,88.8,92.9,S,14
USC00031140,33.3053,-92.4866,29.0,AR,CALION LOCK & DAM,-6,19851001-20240306,78.8,39,19850901-20240504,40.0,93.6,40,94.3,95.1,S,14
USC00117391,41.518,-90.5647,173.1,IL,ROCK ISLAND L&D 15,-6,19850726-20240402,91.9,39,18660201-20240504,159.0,27.4,40,91.8,92.4,OV,25
USC00332651,39.3477,-84.5897,175.3,OH,FAIRFIELD,-5,19851001-20240401,86.7,39,19851001-20240502,40.0,95.6,40,94.5,96.5,OV,25
USC00053553,40.4022,-104.6991,1437.1,CO,GREELEY UNC,-7,19850711-20240412,88.9,39,19670301-20240502,58.0,98.6,40,98.3,98.4,SW,7
USC00010252,31.3071,-86.5226,76.2,AL,ANDALUSIA 3 W,-6,19800301-20180205,89.1,38,19121005-20180131,107.0,70.6,39,89.9,91.7,SE,14
USC00250435,40.45,-95.8,345.0,NE,AUBURN 5 NNE,-6,19861202-20240304,85.6,38,18930101-20240504,132.0,92.3,39,99.1,99.4,NRP,25
USC00041277,38.2769,-120.3113,1431.0,CA,CALAVERAS BIG TREES,-8,19860710-20240413,87.5,38,19291001-20240331,96.0,92.5,39,80.6,82.2,W,9
USC00291440,33.5311,-105.5947,1975.1,NM,CAPITAN,-7,19760109-20150814,91.7,39,19090701-20140924,106.0,49.9,39,85.1,84.8,SW,7
USC00427729,39.6841,-111.2053,2650.8,UT,SCOFIELD-SKYLINE MINE,-7,19860602-20240401,94.9,38,19840701-20240331,41.0,96.1,39,94.9,97.7,SW,27
USC00299569,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,-7,19860901-20240304,90.9,38,19860901-20240131,39.0,87.9,39,84.6,87.2,SW,7
USC00212842,46.9728,-92.87,384.0,MN,FLOODWOOD 3 NE,-6,19861001-20240403,83.6,38,19860701-20240504,39.0,96.3,39,96.1,96.7,UM,26
USC00164696,31.6782,-92.1288,43.6,LA,JENA,-6,19860204-20240306,79.6,38,19851101-20240501,40.0,89.3,39,90.4,90.3,S,14
USC00082229,29.0667,-81.2833,8.8,FL,DELAND 3 NE,-5,19860221-20240325,87.9,38,18920101-20240503,133.0,88.0,39,92.5,90.3,SE,14
USC00027708,34.8955,-111.7644,1286.3,AZ,SEDONA,-7,19730412-20100901,85.6,37,19431020-20100930,68.0,91.1,38,84.5,88.9,SW,8
USC00247425,48.8355,-105.4748,728.5,MT,SCOBEY 4 NW,-7,19790501-20240410,88.2,45,19870601-20240422,38.0,96.1,38,85.0,91.7,NRP,7
USC00304912,43.7929,-75.4829,263.0,NY,LOWVILLE,-5,19870414-20240402,88.7,37,18911101-20240504,134.0,94.5,38,99.6,99.8,NE,26
USC00354606,44.625,-122.7191,158.5,OR,LACOMB 3 NNE,-8,19870604-20240401,91.6,37,19730301-20240504,52.0,96.6,38,96.9,97.6,NW,9
USC00212645,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,-6,19880823-20240104,87.4,36,19861001-20240405,39.0,95.2,37,94.3,94.1,UM,26
USC00148250,39.8281,-95.0875,315.5,KS,TROY 3N,-6,19880322-20240405,89.4,36,19480801-20240131,77.0,95.5,37,95.7,96.7,S,25
USC00106250,42.0264,-115.3596,1570.3,ID,MURPHY (DESERT) HOT SPRINGS,-7,19871209-20230603,67.1,36,19871203-20230630,37.0,68.8,37,82.1,87.9,NW,7
USC00121873,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,-5,19880201-20240402,86.5,36,19820801-20240504,43.0,92.5,37,97.2,98.1,OV,25
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,-6,19880601-20240201,81.1,36,18930101-20240504,132.0,95.9,37,99.2,100.0,S,14
USC00185934,39.7194,-76.8027,262.1,MD,MILLERS 4 NE,-5,19880310-20240302,90.5,36,19880301-20240504,37.0,100.0,37,100.0,100.0,NE,25
USC00221094,31.5447,-90.458,132.6,MS,BROOKHAVEN CITY,-6,19780901-20140505,92.2,36,18931201-20230930,131.0,93.2,37,93.3,95.0,S,14
